 /features         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)     INR-TSS     REdens1     REdens2
   2.88285   6.72167   3.72507   0.64998   0.88911   0.20902   0.04834   0.01440   0.19025   0.32429   0.20093   5.00039   5.89867        -1
  -3.01254  -3.83601   4.41855   0.50938   0.79700   0.15376   0.04483   0.00829   0.19025   0.32429   0.04000   2.47379   2.88915        -1
   1.29865  -1.50099   3.58013   0.63433   1.13647   0.17499   0.07254   0.00928   0.19520   0.31256   0.04000   2.10250   0.83203        -1
   3.76393   0.06324   3.22897   0.67202   0.76473   0.22774   0.05316   0.01392   0.19520   0.32429   0.13053   1.04004   0.00000        -1
   1.39525   3.49231   1.88059   0.66558   0.70112   0.26729   0.04184   0.02448   0.19025   0.31256   0.04000   4.29512   4.15910        -1
   3.63557   6.64401   2.59007   0.66479   0.76977   0.24048   0.05286   0.01860   0.09232   0.23419   0.10979   0.99948   0.00000        -1
   0.22634  -4.90499   3.88593   0.56491   0.71453   0.18044   0.04017   0.01334   0.30434   0.32429   0.04000   5.30360   4.87768        -1
  -1.86868 -11.61858   3.28355   0.68988   0.66111   0.19791   0.04777   0.01267   0.30434   0.32429   0.04000   1.58346   0.09677        -1
   3.78397 -13.98723   3.28355   0.73569   0.69512   0.21473   0.03797   0.01476   0.19025   0.31256   0.10979   1.58451   1.70957        -1
   2.52890  -1.24312   3.05212   0.61200   0.64823   0.22327   0.04569   0.01469   0.30434   0.32429   0.04000   0.49165   0.00000        -1
   0.25304  -8.46909   4.06740   0.64422   0.62057   0.23284   0.04035   0.01736   0.30434   0.32429   0.04000   0.30882   0.00000        -1
  -1.48711 -21.13511   4.10392   0.55768   0.68742   0.23607   0.03941   0.01579   0.30434   0.23419   0.04000   0.53430   3.90115        -1
   1.55927  -4.74536   3.22897   0.57217   0.62212   0.16679   0.03507   0.00956   0.30434   0.32429   0.04000   0.34572   1.31742        -1
   0.22236   4.00144   2.51949   0.61729   0.63680   0.21451   0.03919   0.01468   0.30434   0.31256   0.04000   0.38159   0.00000        -1
   0.80337  -2.77282   3.01559   0.67848   0.62846   0.20621   0.03774   0.01297   0.30434   0.32429   0.04000   1.56716   6.48318        -1
   3.70764   9.22098   3.05212   0.69495   1.92380   0.26256   0.12662   0.01804   0.04577   0.23419   0.14081   3.81534   1.71388        -1
   3.94697   5.48276   3.76160   0.61444   0.89514   0.21591   0.05470   0.01524   0.09232   0.23419   0.14081   6.03169   7.89854        -1
   4.06802 -17.63486   2.55355   0.67811   0.59857   0.20851   0.03889   0.01337   0.30434   0.32429   0.12538   0.59937   5.22196        -1
   2.56112  -5.74114   4.06740   0.60687   0.69006   0.18657   0.04651   0.01073   0.19520   0.31256   0.04000   6.48983   7.74179        -1
   2.95779  -7.72914   3.22897   0.76169   0.83455   0.20582   0.03440   0.01205   0.30434   0.32429   0.13053   3.81273   0.76500        -1
   1.15828   7.25287   3.24703   0.62325   0.85574   0.23920   0.04955   0.01859   0.19520   0.31256   0.04000   4.40793   7.97836        -1
  -6.73452 -13.23811   3.37392   0.51403   0.89377   0.15413   0.04025   0.00778   0.19025   0.32429   0.04000   7.34311   8.66237        -1
  -1.74636 -10.48173   3.24703   0.59164   0.66275   0.21971   0.04722   0.01320   0.30434   0.32429   0.04000   0.99178   0.76252        -1
   3.20922   2.37529   2.51949   0.69814   0.76154   0.18698   0.04250   0.01241   0.19025   0.23419   0.08696   1.47431   0.00000        -1
  -4.25568  -8.41021   2.70096   0.55330   0.70617   0.16654   0.04710   0.00893   0.30434   0.32429   0.04000   0.00000   0.00000        -1
   0.22630  -6.27785   3.76160   0.63094   0.88121   0.19010   0.04701   0.01118   0.19025   0.32429   0.04000   1.04930   0.08751        -1
   3.55766  -8.33913   3.22897   0.68564   0.66572   0.18442   0.04638   0.01139   0.30434   0.32429   0.08696   0.57186   0.57551        -1
   2.23664  -1.43885   3.24703   0.64618   0.67052   0.19279   0.04406   0.01221   0.19025   0.32429   0.04000   0.30777   0.25991        -1
   3.98968  -6.35020   3.76160   0.59252   0.69764   0.19460   0.04478   0.01317   0.19520   0.31256   0.13053   1.90219   0.94666        -1
   0.63814   0.59323   3.72507   0.61656   0.69498   0.20553   0.04705   0.01380   0.30434   0.32429   0.04000   1.74296   1.90910        -1
   1.82630   8.57080   3.76160   0.64275   1.59709   0.15447   0.10591   0.00950   0.19520   0.31256   0.04000   6.90571   3.02191        -1
   0.10351   2.61795   3.37392   0.57439   0.67466   0.22886   0.04386   0.02200   0.19025   0.32429   0.04000   0.57746   1.44092        -1
   4.84368   1.02080   2.89587   0.60274   0.64646   0.19786   0.04250   0.01215   0.30434   0.32429   0.20093   0.74439   0.05386        -1
   1.89954  -4.61020   4.45508   0.68198   0.84134   0.25829   0.06193   0.02235   0.19025   0.31256   0.04000   2.48318   1.21883        -1
  -0.29916 -10.27047   3.41044   0.56523   0.72985   0.18091   0.05444   0.01172   0.30434   0.32429   0.04000   2.03743   0.32707        -1
   3.61995  -7.63092   4.41855   0.56219   0.67289   0.20001   0.03599   0.01597   0.19025   0.32429   0.12538   1.31482   0.67149        -1
  -5.63224   4.51288   1.97096   0.66501   0.70668   0.29856   0.05693   0.02918   0.30434   0.32429   0.04000   4.28912   0.74309        -1
   0.24203  -9.89155   3.05212   0.61132   0.71877   0.21575   0.05225   0.01607   0.30434   0.23419   0.04000   2.78756   1.36881        -1
   2.35887   3.62798   2.66444   0.58323   0.59653   0.19955   0.03664   0.01164   0.30434   0.32429   0.04000   2.11972   5.03652        -1
   2.21551  -8.28078   4.10392   0.63995   0.58032   0.25211   0.04076   0.01747   0.30434   0.32429   0.04000   1.05242   1.67149        -1
   0.56604  -4.86250   3.58013   0.59559   0.72448   0.17810   0.05236   0.01059   0.30434   0.32429   0.04000   1.88393   0.23957        -1
   0.32103  -7.95567   4.10392   0.68608   0.70076   0.21341   0.04540   0.01297   0.19025   0.32429   0.04000   1.88967   0.77008        -1
   2.54685  -7.74728   4.45508   0.67834   0.68925   0.23622   0.04498   0.01566   0.19025   0.32429   0.04000   0.33725   1.53039        -1
   3.98968  -0.15583   3.41044   0.65816   0.64925   0.18576   0.04148   0.01048   0.19025   0.32429   0.07314   5.07121   0.61229        -1
  -4.09520  -6.52640   4.27361   0.55563   0.63255   0.16962   0.03851   0.01018   0.30434   0.32429   0.04000   5.85133  10.59586        -1
   1.67362  -1.30990   2.48297   0.59230   0.80944   0.21416   0.06974   0.01502   0.30434   0.32429   0.04000   0.86176   0.49400        -1
   1.59824   2.63019   4.41855   0.56313   0.52188   0.16368   0.02686   0.00926   0.30434   0.32429   0.04000   4.62898   6.35851        -1
  -1.83191  -6.50766   4.23708   0.53365   0.75614   0.16335   0.05693   0.01061   0.19520   0.23419   0.04000   7.60524   7.53156        -1
  -2.51577  -0.73649   2.70096   0.66846   0.70373   0.19297   0.04679   0.01270   0.30434   0.32429   0.04000   5.11372   0.45553        -1
   0.60650   3.72273   3.58013   0.61311   1.13588   0.16198   0.05201   0.01040   0.30434   0.32429   0.04000   7.84233   9.08190        -1
  -0.16127  -8.98694   3.72507   0.67477   0.94152   0.24155   0.05426   0.01442   0.19025   0.32429   0.04000   1.12637   3.25352        -1
   2.11333   7.67773   2.48297   0.60602   0.55452   0.20151   0.03313   0.01465   0.30434   0.32429   0.04000   5.94379   8.17254        -1
   1.58182   0.84148   4.23708   0.66516   0.75781   0.21449   0.04401   0.01542   0.19520   0.31256   0.04000   8.23409   1.75861        -1
  -1.38493  -8.75073   2.93240   0.68372   0.69008   0.23079   0.04719   0.01789   0.19025   0.31256   0.04000   2.06560   1.30438        -1
   0.32103  -8.06662   3.41044   0.60785   0.62203   0.18424   0.03691   0.01060   0.19025   0.31256   0.04000   2.34403   1.14111        -1
   1.96857  -5.55197   3.54360   0.57164   0.71470   0.18098   0.06288   0.01068   0.30434   0.32429   0.04000   3.09911   4.10407        -1
  -1.48370   2.25035   4.45508   0.62471   0.63889   0.22425   0.04331   0.01790   0.30434   0.32429   0.04000   6.15871   4.86711        -1
   3.65082  -6.25938   2.23892   0.60749   0.86434   0.20739   0.04228   0.01345   0.15426   0.31256   0.12538   1.44718   0.30373        -1
  -2.48670 -11.91703   4.27361   0.52071   0.49024   0.15416   0.03667   0.00944   0.30434   0.32429   0.04000   5.74713   7.96023        -1
  -4.17055  -6.33830   4.23708   0.52668   0.52307   0.16860   0.03889   0.01201   0.30434   0.32429   0.04000   5.76969   8.73057        -1
   2.48416  -8.94556   4.10392   0.61717   0.55129   0.19886   0.03403   0.01154   0.30434   0.32429   0.04000   2.13132   1.66823        -1
  -5.35544 -11.22067   3.58013   0.55743   0.64314   0.21302   0.04741   0.01520   0.30434   0.32429   0.04000   3.99909   0.61737        -1
   3.74020  -6.37351   3.54360   0.60725   0.71678   0.17198   0.05988   0.00938   0.19025   0.32429   0.12538   5.09924   5.87181        -1
   2.89530   0.37754   3.24703   0.67149   0.69402   0.24885   0.04591   0.01808   0.19520   0.32429   0.12538   0.42293   0.15219        -1
  -0.29832   1.44631   3.54360   0.55724   0.60459   0.21377   0.03897   0.01440   0.30434   0.32429   0.04000   0.56886   0.00000        -1
   1.90219   0.03783   3.76160   0.63282   0.85458   0.20450   0.04164   0.01413   0.19025   0.31256   0.04000   1.35146   0.90506        -1
   1.83037   3.15369   3.58013   0.59459   0.91067   0.15171   0.06729   0.00803   0.30434   0.32429   0.04000   2.64358   4.63198        -1
   0.71915   0.87934   2.35864   0.70645   0.67160   0.25551   0.04015   0.02294   0.30434   0.32429   0.04000   0.86476   0.66745        -1
   2.92647   1.77438   4.06740   0.57293   0.56299   0.18514   0.03388   0.01098   0.30434   0.31256   0.08696   0.40323   1.31586        -1
   1.75324   7.69168   3.92246   0.63713   0.67914   0.17257   0.03862   0.00994   0.30434   0.31256   0.04000   1.28769   1.75156        -1
   0.37350 -22.17092   4.27361   0.65460   0.70520   0.17302   0.04893   0.00964   0.30434   0.32429   0.04000   0.81234   1.74635        -1
  -4.64847   2.80665   3.54360   0.51616   0.70167   0.16930   0.02996   0.01314   0.30434   0.32429   0.04000   6.30868  10.22275        -1
  -0.17915   4.20237   3.58013   0.57688   0.68406   0.22819   0.04467   0.01670   0.19520   0.32429   0.04000   0.56821   0.00000        -1
   0.87332  -2.71865   3.54360   0.55579   0.90204   0.15369   0.07155   0.00810   0.30434   0.32429   0.04000   1.68701   0.26017        -1
   0.87680   2.63177   3.41044   0.59721   0.66104   0.19477   0.03562   0.01340   0.19025   0.32429   0.04000   4.73357   5.64045        -1
  -0.56403  -7.06354   3.76160   0.56088   0.64730   0.17448   0.04577   0.00940   0.30434   0.32429   0.04000   0.09755   0.51408        -1
   1.23800  -2.83058   3.22897   0.58414   0.64108   0.21084   0.03671   0.01253   0.19025   0.32429   0.04000   0.25417   0.38106        -1
   4.00004 -19.16056   3.72507   0.59675   0.64889   0.20268   0.04201   0.01182   0.30434   0.32429   0.13053   0.62037   1.11424        -1
   4.56703   2.46235   3.54360   0.61123   0.79808   0.17629   0.05266   0.00895   0.19520   0.32429   0.10979   1.77152   0.00000        -1
  -1.19789  -9.44331   3.22897   0.61574   0.69513   0.19102   0.05162   0.01111   0.30434   0.32429   0.04000   5.03782   0.23109        -1
   4.26386   1.36760   4.41855   0.64299   0.85617   0.25166   0.04528   0.01772   0.30434   0.32429   0.13246   0.95110   0.00000        -1
   4.54544  -8.98583   4.10392   0.65134   0.71194   0.18396   0.04139   0.00983   0.30434   0.31256   0.08696   1.38002   2.28847        -1
   1.89427  -0.23050   4.41855   0.63302   0.64849   0.18996   0.04559   0.01175   0.30434   0.32429   0.04000   3.78952   6.20514        -1
   1.46919  -5.70175   2.35864   0.61969   0.74635   0.22746   0.04791   0.01620   0.19520   0.32429   0.04000   1.95618   0.33620        -1
   1.45915   1.57271   3.72507   0.58208   0.81519   0.21254   0.07034   0.01476   0.19520   0.32429   0.04000   1.30921   1.24687        -1
   0.70260 -18.53022   2.59007   0.57883   0.72849   0.19661   0.04835   0.01118   0.19520   0.32429   0.04000   4.88002   0.53769        -1
  -2.93259   2.32977   2.83412   0.55936   0.58185   0.22387   0.03301   0.01768   0.30434   0.32429   0.04000   4.06834   2.83711        -1
   5.99863   5.32716   4.45508   0.58627   0.66294   0.17737   0.03378   0.00820   0.30434   0.31256   0.12538   6.95840   7.82147        -1
  -3.87501   8.56781   3.37392   0.55018   0.55853   0.17872   0.03279   0.01242   0.30434   0.32429   0.04000   6.81299  10.10264        -1
  -0.34058   6.43974   3.76160   0.60802   0.64897   0.19513   0.04710   0.01111   0.30434   0.32429   0.04000   1.48905   0.86059        -1
  -0.05351  -1.37611   4.06740   0.57327   0.67511   0.16097   0.04112   0.00870   0.30434   0.32429   0.04000   6.05282   7.35277        -1
   1.69676   2.83871   3.24703   0.61268   0.52827   0.23010   0.02888   0.01655   0.30434   0.32429   0.04000   4.57955   5.41276        -1
   1.59824   5.75186   2.17717   0.72614   0.76264   0.27963   0.05793   0.02475   0.15426   0.32429   0.04000   1.18401   6.46583        -1
   3.89062   4.18018   2.35864   0.70472   0.86237   0.25465   0.07153   0.01663   0.15426   0.32429   0.14081   1.48696   0.09677        -1
  -0.51758  -4.81108   3.88593   0.53496   0.59991   0.19708   0.05374   0.01295   0.30434   0.32429   0.04000   6.39437   8.34664        -1
   1.30536  -0.98443   4.41855   0.62681   0.88533   0.19296   0.07813   0.01335   0.09232   0.23419   0.04000   3.37024   1.98526        -1
  -0.01935   2.66681   2.23892   0.61368   0.70389   0.19224   0.05172   0.01219   0.30434   0.32429   0.04000   0.14997   5.42319        -1
   0.01241   4.14307   3.54360   0.65037   0.66521   0.20056   0.04389   0.01340   0.19025   0.32429   0.04000   0.81351   0.00000        -1
  -0.43647  -1.50099   4.41855   0.64792   0.68155   0.19678   0.04124   0.01194   0.19025   0.31256   0.04000   2.36737   0.00000        -1
  -2.82698  -5.21077   3.58013   0.68631   0.60373   0.19627   0.03958   0.01208   0.30434   0.32429   0.04000   0.89737   0.41484        -1
  -3.17206 -14.07137   3.22897   0.57501   0.50584   0.19632   0.03514   0.01456   0.30434   0.31256   0.04000   0.53586   5.48318        -1
   1.82629   6.07039   2.59007   0.66285   0.76255   0.24160   0.06124   0.01790   0.30434   0.32429   0.04000   0.41262   0.47209        -1
   0.97926 -27.22231   3.24703   0.69562   0.63203   0.21783   0.04271   0.01497   0.30434   0.31256   0.04000   0.84611   0.23839        -1
   2.16923  -9.52600  -6.63366   0.65751   0.70318   0.23148   0.05209   0.01507   0.19025   0.31256   0.04000   0.97992   1.45931        -1
   1.02880   5.98078   3.76160   0.55251   0.70294   0.18381   0.05079   0.01159   0.19520   0.31256   0.04000   5.50952   5.12363        -1
   1.57288 -13.91714   3.76160   0.60518   0.73232   0.21167   0.05666   0.01342   0.30434   0.32429   0.04000   0.72353   1.24426        -1
   0.15775   0.12100   3.76160   0.57396   0.57744   0.21394   0.03896   0.01306   0.30434   0.32429   0.04000   3.74804   2.04486        -1
   3.52037  -8.42850   2.70096   0.63941   0.68676   0.22122   0.04833   0.01403   0.30434   0.32429   0.20093   0.87194   0.13237        -1
   5.62427   8.05059  -6.36100   0.65693   0.72094   0.29382   0.05803   0.02882   0.19520   0.31256   0.13053   5.24504   6.01448        -1
   0.81222  -2.30059   3.72507   0.68808   0.70363   0.20614   0.04594   0.01382   0.19025   0.32429   0.04000   4.85185   0.89385        -1
   2.21551 -18.22002   4.41855   0.58830   0.75135   0.16487   0.04779   0.00903   0.30434   0.32429   0.04000   1.53260   0.00000        -1
   1.18986 -14.29922   4.23708   0.53328   1.83007   0.16975   0.23742   0.01051   0.19025   0.31256   0.04000   9.37415   9.37376        -1
   1.30823  -3.19696   4.10392   0.66067   0.77144   0.19968   0.06124   0.01238   0.30434   0.31256   0.04000   1.78873   0.94053        -1
   1.30915   3.92601   3.58013   0.69263   0.81537   0.17033   0.05578   0.00864   0.19025   0.31256   0.04000   2.33803   7.11190        -1
   1.12791  -4.81499   3.54360   0.55783   0.63527   0.16069   0.05041   0.00869   0.30434   0.32429   0.04000   4.70736   6.37572        -1
  -1.68356 -18.56077   4.23708   0.51438   0.90254   0.16831   0.06226   0.00977   0.19025   0.31256   0.04000   8.26982   6.39333        -1
   1.47653 -14.73974   2.20239   0.63891   0.64166   0.18498   0.04580   0.01133   0.30434   0.32429   0.04000   2.35563   0.23396        -1
  -1.19980 -14.85231   3.24703   0.49508   0.57544   0.16289   0.03672   0.01044   0.30434   0.32429   0.04000   6.97848   9.44014        -1
   1.62867  -7.19711   1.82601   0.61383   0.67280   0.21124   0.04386   0.01436   0.30434   0.32429   0.04000   1.20827   0.93440        -1
  -5.25410   3.46307   2.20239   0.61898   0.75516   0.22301   0.05450   0.01620   0.30434   0.32429   0.04000   0.52334   0.23957        -1
   2.60931   0.35119   3.54360   0.60830   1.08303   0.23865   0.06853   0.01789   0.19025   0.32429   0.04000   1.77439   0.30373        -1
   2.31666   0.83354   2.51949   0.66465   0.62708   0.18968   0.03550   0.01220   0.30434   0.32429   0.04000   0.91823   5.47392        -1
   2.47362  -2.96010   3.58013   0.62244   0.71911   0.19755   0.05218   0.01058   0.19025   0.31256   0.04000   0.85981   0.23396        -1
   2.43325  -4.74999   3.22897   0.74138   0.71290   0.22779   0.04554   0.01739   0.19520   0.31256   0.04000   2.76004   0.23957        -1
  -6.96325  -9.59140   4.45508   0.53236   0.54699   0.17646   0.02982   0.00989   0.30434   0.32429   0.04000   0.43766   4.23905        -1
  -0.23118  -3.05597   3.76160   0.70256   0.69665   0.18637   0.04544   0.01124   0.30434   0.32429   0.04000   0.42136   0.49974        -1
   1.28094   0.37496   3.41044   0.64686   0.62938   0.21914   0.03950   0.01392   0.19025   0.32429   0.04000   1.18936   0.38002        -1
  -6.83795   5.64536   3.54360   0.64741   0.67529   0.20558   0.04385   0.01171   0.19025   0.32429   0.04000   0.21336   0.13067        -1
   0.18842   1.48204   3.41044   0.63111   0.65632   0.21647   0.04757   0.01385   0.30434   0.32429   0.04000   0.07147   0.00000        -1
   2.89939  -1.76840   3.41044   0.65985   1.03399   0.24160   0.07565   0.01962   0.30434   0.32429   0.20093   1.34351   0.63550        -1
  -3.95397 -19.19851   3.22897   0.61704   0.85610   0.21156   0.07578   0.01297   0.30434   0.31256   0.04000   1.61567   0.73135        -1
   4.03106   2.00143   3.37392   0.68203   0.70759   0.20252   0.05322   0.01263   0.30434   0.32429   0.12538   0.86333   0.47287        -1
   1.12113   6.26292   3.76160   0.57252   0.65538   0.19951   0.04333   0.01164   0.30434   0.32429   0.04000   0.61320   0.51748        -1
   4.33482   6.53356   2.93240   0.59586   0.90811   0.18325   0.05983   0.01128   0.19025   0.32429   0.08696   3.66810   3.74035        -1
  -3.91928  -8.87457   4.23708   0.49087   0.74257   0.16071   0.04861   0.01230   0.30434   0.32429   0.04000   4.85524   7.15232        -1
   1.62488   5.21008   3.28355   0.59937   0.68619   0.20737   0.04467   0.01411   0.30434   0.32429   0.04000   4.40950   0.43675        -1
   3.11222   5.65873   2.17717   0.69015   0.56249   0.22067   0.04485   0.01522   0.30434   0.32429   0.13053   3.41562   5.21701        -1
   0.41806   5.11434   3.76160   0.68643   0.60929   0.21047   0.04404   0.01368   0.30434   0.31256   0.04000   1.42149   1.34950        -1
  -2.79390   4.58220   3.41044   0.66186   0.71701   0.21331   0.04789   0.01538   0.30434   0.32429   0.04000   0.94875   5.99022        -1
   1.63326 -11.45733   3.41044   0.66369   0.61072   0.16961   0.04146   0.00872   0.19025   0.31256   0.04000   0.94810   1.54865        -1
   3.08398  -1.26248   3.19245   0.60678   0.66406   0.20659   0.05340   0.01280   0.30434   0.32429   0.14081   0.81247   4.07447        -1
  -1.58280   2.90208   4.23708   0.53440   0.53584   0.19413   0.02942   0.01588   0.30434   0.32429   0.04000   7.17749   8.61125        -1
  -6.95468   2.85804   3.54360   0.51319   1.71236   0.21335   0.13566   0.01485   0.19025   0.32429   0.04000   9.05725   8.95879        -1
   4.43528 -19.92187   3.72507   0.70834   0.73304   0.24257   0.04133   0.01771   0.15426   0.23419   0.13246   1.02139   0.54434        -1
   4.03701  -7.49341   4.10392   0.65620   0.72231   0.22056   0.04984   0.01301   0.19520   0.31256   0.20093   0.38654   0.78156        -1
  -7.09401  -0.23803   3.72507   0.65958   0.71470   0.18023   0.05000   0.01063   0.30434   0.32429   0.04000   0.83451   0.00000        -1
  -3.26221 -12.38186   2.17717   0.62299   0.59990   0.17484   0.04222   0.01022   0.30434   0.32429   0.04000   0.88524   0.79082        -1
  -3.64387   0.87695   3.76160   0.57353   0.64249   0.21949   0.03520   0.01993   0.19520   0.31256   0.04000   1.30230   0.50639        -1
   2.71422  -0.30424   4.45508   0.57960   0.76794   0.15227   0.05039   0.00767   0.19025   0.32429   0.04000   0.39828   0.08751        -1
  -2.75908   3.45221   3.76160   0.62308   0.70425   0.21139   0.04187   0.01643   0.30434   0.32429   0.04000   0.85303   0.09677        -1
   5.56876   3.57890   3.76160   0.66110   0.67861   0.22445   0.04759   0.01422   0.30434   0.32429   0.10979   1.20722   1.41354        -1
   3.52037   1.74181   3.76160   0.60212   0.92754   0.17416   0.03870   0.01063   0.19520   0.31256   0.07314   7.48096   0.89802        -1
  -0.61956  -1.09499   3.88593   0.58164   0.54639   0.19223   0.03200   0.01235   0.30434   0.32429   0.04000   0.31403   2.25835        -1
   6.27843   2.20083   2.83412   0.58244   0.81561   0.25122   0.04830   0.01802   0.19025   0.32429   0.13053   4.66615   0.09194        -1
   0.74356  -2.68738   3.76160   0.63043   0.67300   0.19973   0.04916   0.01225   0.30434   0.32429   0.04000   1.57081   0.29147        -1
   3.94697   3.74369   2.89587   0.62232   1.48141   0.21508   0.08929   0.01784   0.15426   0.23419   0.13246   9.54838   9.28978        -1
   2.63233  -8.46913   1.88059   0.60264   0.81960   0.21441   0.04198   0.01480   0.19025   0.23419   0.04000   4.11085   4.98031        -1
   2.99445  -3.03568   3.19245   0.62864   0.67073   0.19236   0.04412   0.01199   0.30434   0.32429   0.13246   3.38902   4.43362        -1
   2.82094  -0.30424   3.41044   0.71639   0.56145   0.26359   0.03722   0.01793   0.30434   0.32429   0.08696   0.07942   1.28873        -1
   0.52717   0.30447   3.05212   0.73680   0.66393   0.23788   0.04484   0.01534   0.19025   0.32429   0.04000   3.52321   6.49479        -1
   3.02674  -2.77992   3.54360   0.62531   0.71247   0.21089   0.05216   0.01475   0.30434   0.32429   0.12538   0.79995   0.44327        -1
   6.22062  -5.07070   3.41044   0.68203   0.87439   0.22663   0.05060   0.01519   0.15426   0.10249   0.20093   4.10759   0.80164        -1
   5.40285   7.92904   1.97096   0.67529   0.86038   0.26800   0.06022   0.02208   0.15426   0.10249   0.14081   2.94849   1.25730        -1
   1.77676   0.72681   3.76160   0.57168   0.49333   0.18943   0.03631   0.01446   0.30434   0.32429   0.04000   5.60211   9.13002        -1
  -5.25691 -12.72646   2.93240   0.61391   0.83177   0.23600   0.05252   0.01458   0.30434   0.32429   0.04000   0.73018   0.16575        -1
   1.99265 -10.56732   3.54360   0.59588   0.64407   0.18177   0.04478   0.01098   0.30434   0.32429   0.04000   0.28339   0.44640        -1
   1.96353   2.93443   2.70096   0.64725   0.71874   0.25052   0.04828   0.01756   0.30434   0.32429   0.04000   1.25808   0.11868        -1
   1.71964 -14.20619   3.76160   0.57106   0.69593   0.19180   0.04941   0.01332   0.30434   0.31256   0.04000   1.03208   0.11868        -1
   0.82223 -19.16025   3.54360   0.61625   0.64657   0.18762   0.04470   0.01165   0.30434   0.32429   0.04000   0.64372   0.15558        -1
   1.73879   1.77149   3.54360   0.64719   0.68787   0.22071   0.04815   0.01569   0.30434   0.32429   0.04000   0.08998   0.94053        -1
  -5.89710   0.87321   2.89587   0.59175   0.78943   0.20807   0.05879   0.01337   0.19025   0.32429   0.04000   4.69418   5.07003        -1
   3.32251   4.38632   3.72507   0.57018   0.74064   0.18777   0.04663   0.01137   0.30434   0.32429   0.07314   2.51434   2.93923        -1
   5.42701  -5.09912   3.54360   0.63602   0.65597   0.21023   0.04350   0.01315   0.30434   0.32429   0.08696   1.25821   1.97431        -1
  -1.54190 -11.49638   4.10392   0.57886   0.64652   0.16228   0.04121   0.00828   0.30434   0.32429   0.04000   0.71088   3.93636        -1
   0.08072   3.22681   3.37392   0.56954   0.64014   0.17832   0.04434   0.00937   0.30434   0.32429   0.04000   7.01095   7.10016        -1
   4.47993 -17.26500   2.93240   0.66768   0.68272   0.19887   0.04823   0.01201   0.19025   0.31256   0.20093   0.76656   0.50978        -1
  -3.51100   0.40999   3.76160   0.64160   0.64562   0.19847   0.04104   0.01162   0.30434   0.32429   0.04000   0.81442   0.39593        -1
   1.68001 -24.41003   3.54360   0.66400   0.69731   0.19868   0.04862   0.01245   0.30434   0.31256   0.04000   0.71922   0.00000        -1
   1.37552  -3.69246   3.76160   0.57246   0.64077   0.16883   0.04050   0.00888   0.30434   0.32429   0.04000   3.57029   3.66654        -1
   6.35887   6.22283   4.06740   0.64848   0.59818   0.23274   0.03432   0.01745   0.30434   0.32429   0.12538   5.24935   8.07082        -1
   0.09027   0.97261   3.54360   0.54946   0.48974   0.17128   0.02485   0.00924   0.30434   0.32429   0.04000   4.27595   1.75496        -1
  -3.45232   0.72228   3.24703   0.62744   0.70142   0.27252   0.05332   0.02397   0.30434   0.32429   0.04000   1.44275   1.18232        -1
   1.19822  -7.92529   4.41855   0.57140   0.63086   0.16694   0.03757   0.01038   0.30434   0.31256   0.04000   1.54330   3.34272        -1
   3.50979  -1.37399   3.24703   0.64017   0.77321   0.22226   0.06266   0.01570   0.19520   0.31256   0.13246   0.66380   0.00000        -1
  -0.64541   6.56589   2.48297   0.51664   0.88329   0.15153   0.05318   0.01168   0.30434   0.31256   0.04000   6.05516   7.86490        -1
   1.20636   7.75171   3.76160   0.54801   0.83974   0.20669   0.04332   0.01505   0.19520   0.23419   0.04000   8.41562   7.56886        -1
   3.46536   6.49097   4.45508   0.62494   0.86527   0.22677   0.04498   0.01493   0.19520   0.23419   0.20093   8.89397   7.96688        -1
   0.75090 -17.82546   3.19245   0.73815   0.64581   0.20776   0.03966   0.01319   0.30434   0.32429   0.04000   1.15323   0.79851        -1
   3.44422   4.48941   2.00748   0.69749   0.77797   0.20312   0.06022   0.01354   0.15426   0.31256   0.13246   1.21805   0.94053        -1
   4.09116 -15.96871   3.76160   0.64920   0.72389   0.20050   0.04563   0.01231   0.19025   0.32429   0.13246   1.81129   3.51435        -1
  -0.83124   1.91758   3.22897   0.66625   0.69085   0.24030   0.05450   0.01679   0.30434   0.32429   0.04000   0.95357   0.12089        -1
   0.70260  -9.86874   2.17717   0.63685   0.68609   0.21842   0.05371   0.01490   0.30434   0.32429   0.04000   0.87128   1.01004        -1
   0.78434  -9.73474   4.27361   0.58043   0.71311   0.19341   0.04780   0.01282   0.30434   0.32429   0.04000   1.34664   0.44966        -1
   0.28416 -16.24289   3.41044   0.62768   0.62463   0.21752   0.04455   0.01360   0.19025   0.23419   0.04000   1.82955   0.60772        -1
  -2.71187  -5.94472   3.58013   0.62480   0.54907   0.23736   0.03291   0.01624   0.30434   0.32429   0.04000   1.40662   1.57134        -1
   2.47887 -10.33166   3.76160   0.65442   1.24678   0.17255   0.06063   0.01004   0.19025   0.31256   0.04000   6.38889   2.02517        -1
  -2.80762   5.45942   3.72507   0.66591   0.64780   0.20621   0.04468   0.01205   0.19025   0.32429   0.04000   1.63732   4.79591        -1
   5.31437  -7.91045   4.45508   0.72729   0.80395   0.20082   0.05765   0.01238   0.19025   0.23419   0.07314   1.07733   1.29056        -1
   3.09701   1.82589   4.23708   0.69493   0.71643   0.23806   0.05716   0.01571   0.30434   0.32429   0.13246   1.03964   0.53169        -1
