 /features         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)     INR-TSS     REdens1     REdens2
   1.72222  -1.49888   3.76160   0.64182   0.61136   0.22582   0.03949   0.01681   0.19025   0.32429   0.04000   4.15350   3.62885        -1
   3.89062   5.02347   3.58013   0.69572   0.70571   0.23948   0.05179   0.01773   0.30434   0.32429   0.13053   1.25939   0.00000        -1
  -2.13395  -6.42698   3.88593   0.62155   0.84542   0.18800   0.04670   0.01073   0.30434   0.32429   0.04000   1.89189   1.10837        -1
  -3.57850  -7.32402   3.54360   0.55875   0.75054   0.17333   0.05419   0.01005   0.30434   0.32429   0.04000   1.75300   0.26017        -1
   2.41819   7.62210   4.10392   0.56903   0.87356   0.18026   0.04559   0.00962   0.30434   0.32429   0.04000   0.00000   0.74517        -1
   2.49714   5.45205   4.41855   0.65473   0.89134   0.25878   0.04578   0.01836   0.15426   0.32429   0.04000   1.91667   0.12285        -1
   4.20905  -9.61590   3.28355   0.61160   0.61367   0.23146   0.03726   0.01734   0.30434   0.32429   0.20093   4.82434   0.94053        -1
  -0.28877  -1.39012   4.27361   0.63547   0.65550   0.17492   0.04791   0.00961   0.30434   0.32429   0.04000   5.35055   0.42971        -1
  -0.58456  -3.82214   3.41044   0.59632   0.63078   0.18070   0.04059   0.00985   0.30434   0.32429   0.04000   1.44275   0.51226        -1
  -4.75905  -0.52238   3.37392   0.57285   0.66220   0.17237   0.04931   0.00971   0.30434   0.31256   0.04000   1.21766   4.17123        -1
   4.47993   4.36125   3.05212   0.66285   0.63696   0.23299   0.04186   0.01851   0.30434   0.32429   0.20093   5.43988   0.09677        -1
   4.23783   5.85390   3.41044   0.65865   0.83639   0.19901   0.04451   0.01288   0.19025   0.32429   0.13246   0.83281   0.00000        -1
   5.99920   4.02980   2.83412   0.74793   0.67291   0.23757   0.04189   0.01600   0.30434   0.32429   0.13053   0.74152   0.30856        -1
  -3.11643  -1.29333   3.58013   0.61462   0.61314   0.18853   0.03812   0.01162   0.30434   0.32429   0.04000   0.89384   0.25482        -1
   0.01777   1.07507   3.28355   0.63349   0.87922   0.22341   0.06194   0.01377   0.30434   0.32429   0.04000   0.86620   0.94053        -1
   0.98196  -1.85062   3.19245   0.66052   0.65812   0.25609   0.03891   0.02085   0.30434   0.32429   0.04000   0.44353   1.44653        -1
  -6.19585  -8.90224   2.17717   0.65776   0.64491   0.21068   0.04247   0.01310   0.30434   0.32429   0.04000   1.54395   0.51435        -1
  -0.24273   7.44519   3.41044   0.64452   0.93312   0.23422   0.04387   0.01512   0.15426   0.31256   0.04000   1.44953   0.49948        -1
   1.69256  -7.87824   3.72507   0.62283   0.69719   0.20190   0.04146   0.01375   0.30434   0.32429   0.04000   0.69588   1.77817        -1
   3.09701   3.79142   3.19245   0.60793   0.65588   0.27094   0.04237   0.02433   0.30434   0.32429   0.12538   2.18740   0.75965        -1
  -0.22078 -12.39886   4.27361   0.65859   0.70674   0.23171   0.04973   0.01595   0.19025   0.32429   0.04000   4.85159   5.55217        -1
   2.15209   5.50244   3.41044   0.57562   0.71887   0.23143   0.04951   0.01499   0.19025   0.32429   0.04000   4.30699   6.11763        -1
  -0.71644  -0.06227   4.45508   0.53679   0.54397   0.17920   0.03273   0.01045   0.30434   0.32429   0.04000   1.12885   4.12598        -1
   3.30106 -13.80082   3.58013   0.57946   0.65070   0.19309   0.04216   0.01094   0.19025   0.31256   0.13246   1.25261   0.74374        -1
   2.06309  -3.70858   2.70096   0.62391   0.62630   0.17397   0.04045   0.01035   0.30434   0.32429   0.04000   0.96244   0.61098        -1
   0.78328  -8.07557   3.58013   0.59962   0.58617   0.19295   0.03730   0.01075   0.30434   0.32429   0.04000   1.24922   4.47327        -1
   0.34908  -5.97585   3.54360   0.66053   0.64711   0.18719   0.04562   0.01220   0.30434   0.32429   0.04000   1.52530   0.22235        -1
  -0.06283   1.54030   3.37392   0.60520   0.92450   0.20385   0.03681   0.01303   0.19025   0.32429   0.04000   6.81847   6.60407        -1
  -8.77997  -2.72872   3.19245   0.66355   0.59439   0.19481   0.03709   0.01215   0.30434   0.32429   0.04000   0.47900   0.81716        -1
   3.68991   2.24140   4.45508   0.66929   1.61453   0.21797   0.06443   0.01513   0.04577   0.02295   0.13246   9.37115   7.44471        -1
  -5.27724  -2.93205   3.76160   0.60934   0.54997   0.17407   0.03653   0.01024   0.30434   0.32429   0.04000   0.56534   0.18362        -1
  -0.18432  -2.01448   3.58013   0.61193   0.66552   0.23357   0.04667   0.01544   0.30434   0.32429   0.04000   0.20644   0.33633        -1
  -4.77581  -3.57568   3.72507   0.57147   0.74434   0.20598   0.05663   0.01416   0.30434   0.32429   0.04000   0.12911   0.00000        -1
   0.41647   3.44187   4.41855   0.63255   0.88070   0.21120   0.06064   0.01409   0.19025   0.31256   0.04000   2.33659   0.54317        -1
   1.37716 -16.24796   3.22897   0.65011   0.66607   0.18664   0.04470   0.01120   0.30434   0.32429   0.04000   0.10485   0.09220        -1
  -0.61956  -7.51717   3.92246   0.59877   0.60759   0.20237   0.03619   0.01325   0.30434   0.32429   0.04000   0.88797   2.54395        -1
  -0.75271   3.45569   3.58013   0.58382   0.71932   0.17810   0.05117   0.01021   0.30434   0.32429   0.04000   1.50169   1.07747        -1
   1.63674  -5.66346   2.20239   0.64524   0.65626   0.20711   0.03443   0.01276   0.30434   0.32429   0.04000   5.27100   7.28587        -1
   0.68700   3.83062   3.92246   0.58679   0.98695   0.15983   0.04893   0.00794   0.30434   0.32429   0.04000   1.72665   1.21883        -1
   3.74832  -9.44945   2.55355   0.68929   0.64174   0.22938   0.04218   0.01577   0.30434   0.32429   0.12538   0.50809   1.65128        -1
  -2.82679  -6.42356   3.58013   0.60119   0.68897   0.21532   0.05175   0.01546   0.30434   0.32429   0.04000   1.93284   6.22614        -1
  -0.51998   1.51983   3.19245   0.68328   0.73099   0.22740   0.04471   0.01407   0.19025   0.32429   0.04000   2.72548   0.73670        -1
  -1.00335  -5.94633   3.41044   0.53433   0.56663   0.18129   0.03434   0.01164   0.30434   0.31256   0.04000   1.32994   5.61163        -1
  -1.01092   4.94314   4.45508   0.65092   0.59348   0.20143   0.03545   0.01278   0.30434   0.32429   0.04000   0.54408   0.44640        -1
  -0.13887   2.96809   3.37392   0.60295   0.61939   0.21379   0.03976   0.01468   0.30434   0.32429   0.04000   0.92462   1.02543        -1
  -1.53453   4.36389   2.59007   0.58924   0.70497   0.18902   0.04640   0.01077   0.19520   0.31256   0.04000   0.75339   0.00000        -1
  -1.67117  -6.24095   4.10392   0.55818   0.71538   0.19761   0.05010   0.01306   0.30434   0.32429   0.04000   0.97170   0.05295        -1
   2.46500   6.13289   3.19245   0.61335   0.71191   0.16910   0.04726   0.00872   0.30434   0.32429   0.04000   0.52973   0.37533        -1
   0.94322  -1.47428   3.24703   0.69700   0.63160   0.24216   0.03906   0.01496   0.30434   0.32429   0.04000   0.79160   0.27804        -1
  -1.80676  -3.53605   3.22897   0.56831   0.62627   0.17828   0.04033   0.01198   0.30434   0.32429   0.04000   0.00000   1.15167        -1
   2.03598  -3.25102   3.88593   0.55713   0.65597   0.19771   0.04193   0.01258   0.30434   0.32429   0.04000   1.69640   0.90767        -1
   2.67447  -4.60504   3.58013   0.67813   0.66729   0.21795   0.04471   0.01465   0.30434   0.32429   0.04000   0.09820   0.00000        -1
  -0.22078 -12.31592   3.19245   0.68901   0.65422   0.19418   0.04101   0.01149   0.30434   0.32429   0.04000   1.08685   0.22809        -1
  -2.34303  -4.65826   3.22897   0.56164   0.57046   0.16050   0.03377   0.00864   0.30434   0.32429   0.04000   0.57251   0.05295        -1
   2.08468  -6.89161   3.76160   0.61182   0.68118   0.19920   0.04557   0.01147   0.30434   0.32429   0.04000   0.00000   0.00000        -1
  -1.91384  -5.40083   2.93240   0.70945   0.64358   0.19939   0.03514   0.01317   0.30434   0.32429   0.04000   1.07564   0.40962        -1
   0.78070  -7.37516   4.41855   0.60124   0.78264   0.18273   0.04868   0.01071   0.30434   0.32429   0.04000   2.36698   2.21987        -1
   3.47862   4.68819   3.76160   0.73399   0.72931   0.25379   0.04742   0.01867   0.15426   0.32429   0.20093   4.20279   3.53952        -1
   0.82452  -4.53716   2.59007   0.60954   0.86968   0.19258   0.04446   0.01206   0.19025   0.32429   0.04000   0.52973   0.17254        -1
  -4.79617   5.31333   3.72507   0.60484   0.65481   0.25649   0.04490   0.01991   0.30434   0.32429   0.04000   1.20227   0.05295        -1
   1.99265  -1.18596   3.72507   0.59150   0.78694   0.20811   0.05638   0.01199   0.09232   0.23419   0.04000   3.25848   6.48592        -1
  -0.54640  -2.46889   4.41855   0.60830   0.76179   0.17443   0.05689   0.01025   0.30434   0.32429   0.04000   0.52621   0.29825        -1
   2.84262   7.23601   2.66444   0.60325   0.84169   0.26611   0.03742   0.01717   0.15426   0.31256   0.13246   1.81612   0.67906        -1
   1.26948 -13.71617   4.27361   0.61613   0.68756   0.17365   0.04719   0.01003   0.30434   0.32429   0.04000   1.27256   0.11868        -1
  -0.62677  -7.70728   4.06740   0.57680   0.72996   0.22977   0.04584   0.01355   0.19025   0.32429   0.04000   0.41458   0.09755        -1
   4.56351   3.52472   3.41044   0.57373   0.91942   0.19813   0.06264   0.01355   0.19025   0.32429   0.20093   0.63133   0.08529        -1
   0.00078   3.47434   4.45508   0.56642   0.61685   0.19039   0.03902   0.01246   0.30434   0.32429   0.04000   0.55399   4.87311        -1
  -0.69775  -8.27886   4.27361   0.64552   0.60999   0.19978   0.03944   0.01554   0.30434   0.32429   0.04000   0.00000   0.86398        -1
   4.45687  -7.59139   4.23708   0.60295   0.55429   0.20431   0.03196   0.01233   0.30434   0.31256   0.13246   1.25600   1.71766        -1
   3.42946   6.36892   2.55355   0.66723   0.67055   0.20682   0.04125   0.01239   0.19025   0.32429   0.14081   0.00000   0.44327        -1
  -4.78379  -7.41243   3.58013   0.60205   0.85629   0.21145   0.03962   0.01414   0.30434   0.32429   0.04000   1.55868   0.82499        -1
  -7.59084 -31.03120   3.58013   0.51266   0.56503   0.14891   0.04002   0.01193   0.30434   0.32429   0.04000   0.82681   0.86724        -1
  -3.08507   2.07275   3.58013   0.60600   0.55512   0.19113   0.03285   0.01122   0.30434   0.32429   0.04000   0.67580   2.21818        -1
   4.14107  -6.18369   3.88593   0.60530   0.57206   0.17119   0.03629   0.00991   0.30434   0.32429   0.12538   3.87350   3.95501        -1
   4.54193   2.59062   3.76160   0.69936   0.65045   0.21339   0.04524   0.01338   0.30434   0.32429   0.20093   0.55595   5.14528        -1
  -1.35840   8.84026   3.58013   0.63171   0.68996   0.20520   0.04403   0.01228   0.19025   0.32429   0.04000   1.93166   1.03743        -1
   0.84313   2.21625   4.10392   0.60248   0.55609   0.18300   0.03281   0.01134   0.30434   0.32429   0.04000   0.00000   0.58516        -1
   1.89555   2.39585   3.72507   0.64341   0.70169   0.18778   0.05574   0.01108   0.30434   0.32429   0.04000   0.50665   0.23957        -1
  -0.40209   3.71761   3.28355   0.59502   0.54170   0.21246   0.03187   0.01486   0.30434   0.32429   0.04000   0.52791   5.45905        -1
  -3.77575  -0.65637   2.35864   0.63834   0.66410   0.20200   0.04606   0.01171   0.30434   0.32429   0.04000   1.42606   0.70123        -1
   3.96459 -17.13563   3.76160   0.62155   0.66611   0.19345   0.04412   0.01162   0.30434   0.32429   0.20093   5.76461   0.00000        -1
   1.96018   2.83871   3.54360   0.58161   0.63446   0.21358   0.04168   0.01630   0.30434   0.31256   0.04000   0.25326   0.00000        -1
   2.51069   7.13740   3.19245   0.56430   0.59675   0.24118   0.03289   0.01764   0.30434   0.32429   0.04000   0.27713   2.26265        -1
   2.18422  -0.60286   4.41855   0.67534   0.71739   0.21119   0.05125   0.01387   0.30434   0.31256   0.04000   3.94627   0.00000        -1
   3.64167   7.20357   3.72507   0.60217   0.63013   0.20842   0.04058   0.01450   0.30434   0.32429   0.13053   0.46675   0.23957        -1
  -6.32666   4.62255   2.51949   0.59928   0.63428   0.17722   0.04015   0.01100   0.30434   0.32429   0.04000   5.63980   4.84103        -1
  -1.33761  -7.99207   3.92246   0.53598   0.56277   0.18421   0.03228   0.01232   0.30434   0.32429   0.04000   5.02504   6.79134        -1
   1.55927   6.85164   1.84407   0.56731   0.62159   0.15970   0.03198   0.00875   0.19025   0.32429   0.04000   4.66184   6.05060        -1
  -1.21943  -7.08762   3.41044   0.58197   0.59631   0.17252   0.03524   0.01056   0.30434   0.32429   0.04000   0.70696   0.23683        -1
   1.25890  -3.54486   3.28355   0.69688   0.88583   0.24825   0.04788   0.01729   0.15426   0.23419   0.04000   1.68010   1.74022        -1
   2.17350  -1.50099   3.28355   0.60142   0.76781   0.20868   0.05282   0.01267   0.19520   0.23419   0.04000   1.73944   0.09677        -1
   4.81602  -1.24168   2.32211   0.66977   0.78419   0.24740   0.04720   0.02035   0.19520   0.23419   0.14081   0.74426   5.20188        -1
  -3.78663 -18.21340   3.28355   0.62263   0.66208   0.22561   0.04572   0.01658   0.30434   0.31256   0.04000   2.27686   0.71270        -1
   3.54661   3.00099   1.82601   0.66287   0.57304   0.25003   0.03047   0.01588   0.19520   0.32429   0.20093   6.96609   8.83060        -1
   0.68349 -20.75315   3.54360   0.57736   0.67127   0.17211   0.05331   0.01225   0.30434   0.23419   0.04000   0.53326   0.00000        -1
  -0.22682   5.13983   4.45508   0.58560   0.71157   0.23333   0.04650   0.01744   0.19025   0.32429   0.04000   4.69366   4.61346        -1
   1.72222 -15.60766   3.92246   0.71095   0.63401   0.19313   0.04078   0.01278   0.30434   0.32429   0.04000   0.94184   1.97770        -1
   3.10110 -10.41656   3.28355   0.62968   0.66652   0.19195   0.04781   0.01008   0.30434   0.32429   0.20093   0.12585   0.23957        -1
  -0.83411 -14.64204   2.51949   0.59225   0.59746   0.19906   0.03853   0.01135   0.30434   0.31256   0.04000   4.99557   0.61489        -1
   1.56068   2.77540   4.45508   0.61137   0.67529   0.21401   0.03989   0.01367   0.19025   0.31256   0.04000   0.58829   0.69301        -1
   4.79365   5.27586   4.41855   0.70882   0.80213   0.22633   0.04619   0.01433   0.09232   0.10249   0.12538   5.49909   1.80816        -1
   2.11767  -6.22849   3.58013   0.64807   0.63370   0.21038   0.03526   0.01214   0.19025   0.32429   0.04000   1.27726   0.68362        -1
   2.38654 -12.22695   4.45508   0.59025   0.59348   0.18897   0.03674   0.01083   0.30434   0.32429   0.04000   0.38589   0.23904        -1
   1.20150  -6.38864   2.35864   0.78676   0.83253   0.23322   0.07582   0.01730   0.30434   0.32429   0.04000   0.73344   0.00000        -1
  -6.90543  -2.09779   3.54360   0.57819   0.63880   0.18498   0.04168   0.01169   0.30434   0.32429   0.04000   0.00000   1.20944        -1
   3.52037 -12.01725   3.92246   0.73945   0.63906   0.21107   0.04096   0.01505   0.30434   0.32429   0.13053   0.72509   1.02230        -1
  -1.41047  -7.86457   3.22897   0.81667   0.71328   0.30248   0.05457   0.02084   0.30434   0.32429   0.04000   0.36398   0.00000        -1
   0.98196   3.06122   3.92246   0.62002   0.63104   0.18905   0.04419   0.01182   0.30434   0.32429   0.04000   0.26004   1.29877        -1
   4.47993  -6.78128   3.37392   0.58804   0.68763   0.19638   0.04351   0.01161   0.30434   0.32429   0.20093   2.70618   2.30634        -1
  -6.12786   3.15354   3.22897   0.63568   0.63492   0.20482   0.04146   0.01450   0.19025   0.32429   0.04000   0.16693   0.00000        -1
   3.98968   6.00762   2.66444   0.65430   1.11447   0.22080   0.06722   0.01422   0.09232   0.32429   0.20093   6.94431   5.84586        -1
   1.29568   3.75835   4.45508   0.63303   0.68755   0.25359   0.04381   0.01875   0.30434   0.32429   0.04000   1.01943   0.26017        -1
  -2.86948  -7.22656   3.37392   0.63110   0.54763   0.19680   0.03584   0.01357   0.30434   0.32429   0.04000   3.88406   4.27947        -1
   0.15798   2.84124   2.70096   0.66666   0.70266   0.21523   0.04570   0.01371   0.19025   0.32429   0.04000   1.68088   0.00000        -1
   1.32688  -7.72543   3.58013   0.75747   0.77606   0.21779   0.06889   0.01391   0.30434   0.31256   0.04000   1.67736   0.49413        -1
   1.95885  -5.58982   3.01559   0.56391   1.15435   0.19070   0.05632   0.01125   0.15426   0.10249   0.04000  10.22548   7.78847        -1
   4.54390   0.78071   4.10392   0.65157   0.68468   0.19112   0.04669   0.01061   0.30434   0.32429   0.08696   1.00469   0.31025        -1
   4.00004  -4.84812   3.28355   0.59136   0.77152   0.20548   0.05231   0.01354   0.19025   0.32429   0.10979   1.20670   0.63289        -1
   2.87471  -0.19252   3.76160   0.58670   0.65802   0.19049   0.04018   0.01060   0.30434   0.31256   0.08696   1.02986   0.41732        -1
   0.90723   4.51794   3.24703   0.66421   0.67249   0.17800   0.04845   0.01081   0.30434   0.32429   0.04000   3.02413   1.13485        -1
   2.10286 -22.99725   4.41855   0.66231   0.66989   0.24219   0.04094   0.01557   0.19025   0.31256   0.04000   0.30882   0.00000        -1
  -0.83878 -18.45546   3.01559   0.60009   0.66853   0.20958   0.04774   0.01443   0.30434   0.32429   0.04000   0.67241   0.25157        -1
  -1.28889   1.46685   2.87065   0.57637   0.76800   0.19223   0.06905   0.01256   0.30434   0.32429   0.04000   1.23579   0.00000        -1
   4.67365   3.83794   3.58013   0.61909   0.68398   0.20053   0.04580   0.01176   0.30434   0.32429   0.12538   0.60785   0.57486        -1
   2.63378   3.40946   3.58013   0.67833   0.62818   0.24761   0.03844   0.01774   0.30434   0.32429   0.04000   0.80138   0.80099        -1
  -1.60727   5.09197   3.76160   0.58800   0.57276   0.17941   0.03172   0.01061   0.30434   0.32429   0.04000   7.52491   9.07812        -1
  -2.85854   6.91330   2.55355   0.59808   1.09115   0.22145   0.06190   0.01540   0.30434   0.32429   0.04000   1.66236   0.33620        -1
 -10.73668   3.64382   3.41044   0.64089   0.63726   0.24091   0.04416   0.01811   0.30434   0.32429   0.04000   0.31586   0.66184        -1
   1.40807  -0.31900   4.41855   0.62745   0.66592   0.20306   0.04510   0.01188   0.30434   0.32429   0.04000   0.42136   1.81038        -1
   2.42360  -3.80058   2.83412   0.57933   0.63410   0.18589   0.03818   0.00968   0.30434   0.32429   0.04000   1.49974   1.11281        -1
  -0.30533   1.54609   4.45508   0.59927   0.79112   0.20315   0.04191   0.01458   0.30434   0.32429   0.04000   5.42280   1.62337        -1
   0.68700 -16.73832   3.72507   0.58991   0.58210   0.17274   0.03419   0.01010   0.30434   0.32429   0.04000   1.81208   1.49844        -1
  -1.50623  -2.56973   4.23708   0.55413   0.57596   0.17538   0.03466   0.01046   0.30434   0.32429   0.04000   6.33737   0.11359        -1
   3.40778 -17.33498   3.92246   0.64052   0.68900   0.16767   0.06395   0.00954   0.30434   0.31256   0.10979   6.33777   0.49413        -1
  -4.89445   1.14186   4.06740   0.64978   0.65233   0.21122   0.04276   0.01339   0.30434   0.32429   0.04000   0.52973   0.29825        -1
   1.75076  -1.66956   3.19245   0.62708   0.60439   0.20485   0.03681   0.01163   0.30434   0.32429   0.04000   0.00000   0.23957        -1
   4.47993  -5.01417   3.92246   0.65857   0.61492   0.21053   0.04141   0.01115   0.30434   0.32429   0.20093   0.99178   1.85733        -1
   1.33239  -3.91785   3.28355   0.59200   0.69315   0.19228   0.04717   0.01193   0.30434   0.31256   0.04000   2.87141   0.87872        -1
   5.08815  -5.22965   3.22897   0.61838   0.72253   0.22695   0.04092   0.01693   0.15426   0.32429   0.10979   1.82172   5.78848        -1
   0.05539   2.63019   3.88593   0.64579   0.91493   0.22478   0.06704   0.01696   0.19025   0.32429   0.04000   2.72731   2.05699        -1
  -5.43042  -6.93307   3.58013   0.68572   0.68900   0.23624   0.04128   0.01731   0.19025   0.31256   0.04000   1.25743   1.74922        -1
  -1.01980  -0.26450   3.76160   0.62916   0.61598   0.23012   0.03926   0.01555   0.19025   0.32429   0.04000   4.91888   0.23839        -1
  -0.03707   3.84120   3.92246   0.55470   0.65943   0.23850   0.04375   0.01833   0.30434   0.32429   0.04000   1.48422   0.82916        -1
   1.64981   3.12271   3.22897   0.68437   0.65359   0.21335   0.04857   0.01357   0.30434   0.32429   0.04000   0.07316   0.80412        -1
  -2.23198   3.17786   2.48297   0.66610   0.65887   0.24147   0.04209   0.01644   0.19025   0.32429   0.04000   1.11985   0.45657        -1
   5.41179  -6.38427   3.58013   0.60760   0.73049   0.20146   0.05336   0.01255   0.19520   0.32429   0.13246   0.73487   0.59051        -1
  -1.64026   0.39386   3.41044   0.61972   0.67601   0.22149   0.04542   0.01525   0.19520   0.32429   0.04000   0.97809   0.00000        -1
   1.81029 -17.00744   3.24703   0.70424   0.85510   0.21298   0.04645   0.01228   0.30434   0.31256   0.04000   0.79173   0.23957        -1
   5.36663   9.87644   2.70096   0.64608   1.01321   0.29966   0.05852   0.02572   0.01474   0.10249   0.08696   6.45396   6.44366        -1
  -1.38135  -4.51145   3.19245   0.60515   0.56946   0.19497   0.03485   0.01157   0.30434   0.32429   0.04000   3.49335   5.43467        -1
   2.25244   0.73198   3.37392   0.56689   0.67401   0.28157   0.04870   0.03916   0.30434   0.32429   0.04000   1.82577   0.46374        -1
   4.67368   6.24831   3.76160   0.61704   0.65912   0.20495   0.04124   0.01532   0.30434   0.32429   0.14081   0.74622   0.98240        -1
   5.34790   4.81110   3.05212   0.61585   0.70809   0.20425   0.04703   0.01354   0.30434   0.32429   0.14081   4.47901   4.61398        -1
  -0.64116 -12.14764   3.76160   0.64984   0.63139   0.20378   0.03708   0.01453   0.30434   0.32429   0.04000   3.09638   0.26017        -1
  -5.08760  -8.94333   4.23708   0.64465   0.68629   0.20371   0.05044   0.01229   0.30434   0.32429   0.04000   5.19823   7.61346        -1
   4.00764   2.23390   2.32211   0.62166   0.68155   0.20051   0.03467   0.01289   0.09232   0.23419   0.12538   5.48357   3.06351        -1
   1.94908  -6.72305   4.45508   0.67597   0.81601   0.26726   0.07436   0.02015   0.30434   0.23419   0.04000   1.96335   0.56051        -1
   1.06716  -6.92862   3.54360   0.62227   0.59442   0.20452   0.04104   0.01480   0.30434   0.32429   0.04000   4.30712   0.23957        -1
  -7.46308   0.20933   4.45508   0.56505   0.62651   0.17322   0.04040   0.01058   0.30434   0.32429   0.04000   0.86724   1.42893        -1
  -0.07377  -0.13281   4.06740   0.58836   0.52882   0.18681   0.03161   0.01082   0.30434   0.32429   0.04000   2.59024   5.60133        -1
  -3.97363  -1.02214  -6.36100   0.58825   0.75751   0.21253   0.04360   0.01511   0.30434   0.31256   0.04000   8.65089   8.05739        -1
  -4.73706  -0.70611   4.10392   0.53260   0.64960   0.18896   0.04052   0.01154   0.30434   0.32429   0.04000   0.30008   0.23683        -1
   1.56880   0.64694   3.22897   0.63885   0.61506   0.23796   0.04016   0.01751   0.30434   0.32429   0.04000   0.52908   5.72848        -1
   2.31666   1.63133   3.76160   0.62269   0.59498   0.23447   0.03732   0.01548   0.30434   0.32429   0.04000   0.00000   0.16575        -1
  -0.95114   6.45978   2.20239   0.61923   0.62793   0.19107   0.03579   0.01216   0.30434   0.31256   0.04000   1.18597   5.60120        -1
   3.25398  -3.08525   4.27361   0.63387   0.49227   0.21616   0.02922   0.01360   0.30434   0.32429   0.10979   6.95696   7.60329        -1
   2.85252   7.30355   2.70096   0.65345   0.64170   0.21001   0.04538   0.01140   0.19025   0.32429   0.13053   0.99243   0.51748        -1
  -0.90324   2.84638   4.41855   0.55249   0.62406   0.16392   0.04115   0.01094   0.30434   0.32429   0.04000   0.51226   0.70709        -1
   0.64142   5.20990   4.06740   0.60526   0.62051   0.24626   0.03856   0.01623   0.19025   0.32429   0.04000   1.22444   1.49635        -1
  -1.16361 -11.13060   3.54360   0.56568   0.62848   0.21599   0.03832   0.01431   0.30434   0.32429   0.04000   1.90819   1.56234        -1
   1.29211   0.32983   3.28355   0.66680   0.62719   0.20617   0.03641   0.01396   0.30434   0.32429   0.04000   1.78651   2.36150        -1
   3.51639   5.88479   4.06740   0.64598   0.62619   0.18760   0.03850   0.01125   0.30434   0.31256   0.10979   1.06638   3.00222        -1
  -1.22087   4.25275   2.51949   0.68959   0.65235   0.18853   0.03758   0.01276   0.30434   0.32429   0.04000   3.44692   5.35029        -1
   5.41588   3.78932   3.22897   0.62880   0.79521   0.20318   0.04513   0.01157   0.19025   0.31256   0.20093   1.49283   0.57081        -1
   3.13130 -13.68941   3.76160   0.68101   0.71648   0.19031   0.04912   0.01172   0.15426   0.31256   0.20093   1.08985   0.00000        -1
   1.96695   8.03871   4.27361   0.67723   0.59939   0.25831   0.03794   0.01942   0.30434   0.32429   0.04000   0.35498   7.01878        -1
   1.44261  -6.89070   3.41044   0.54708   0.67584   0.19038   0.05159   0.01106   0.30434   0.32429   0.04000   0.59520   0.94053        -1
   0.50616   3.58989   3.28355   0.60218   0.64153   0.18973   0.03742   0.01214   0.19025   0.31256   0.04000   0.76774   0.05295        -1
   1.79613 -15.72347   3.58013   0.57651   0.53020   0.19762   0.03013   0.01207   0.30434   0.32429   0.04000   1.35107   1.98083        -1
   1.15547  -6.99552   2.59007   0.72137   0.80961   0.21472   0.06717   0.01281   0.19520   0.32429   0.04000   0.26982   0.26017        -1
   2.96329 -12.83362   3.58013   0.56153   0.59705   0.21002   0.03599   0.01645   0.30434   0.32429   0.08696   1.25796   0.61489        -1
   1.88263   4.86683   3.58013   0.61540   0.90929   0.18579   0.11531   0.01037   0.30434   0.32429   0.04000   0.38798   0.00000        -1
  -4.87803   3.29962   2.89587   0.58804   0.70366   0.18399   0.05559   0.01091   0.30434   0.32429   0.04000   1.89124   1.27491        -1
   3.14661  -1.88823   4.45508   0.59317   0.64959   0.17227   0.04414   0.00876   0.30434   0.32429   0.13246   0.82134   0.84298        -1
   4.02669  -0.03789   3.28355   0.58861   0.64050   0.20194   0.03814   0.01260   0.19025   0.32429   0.07314   1.40023   2.23579        -1
   1.04468  -0.81137   4.45508   0.62596   0.67962   0.21648   0.04778   0.01412   0.19025   0.32429   0.04000   1.56234   0.44497        -1
  -0.71991  -9.62853   3.41044   0.58262   0.74324   0.17843   0.06738   0.01095   0.30434   0.31256   0.04000   2.85394   1.36868        -1
   2.03865   5.65469   4.23708   0.59151   0.62726   0.18465   0.03834   0.01152   0.30434   0.32429   0.04000   2.07186   0.68284        -1
   1.25785   1.36758   3.76160   0.61580   0.64934   0.20936   0.04254   0.01366   0.19025   0.32429   0.04000   4.32107   1.79460        -1
  -5.85403  -6.89904   3.72507   0.61730   0.74758   0.18308   0.03442   0.00889   0.30434   0.32429   0.04000   1.62885   1.16888        -1
   2.57459 -11.54986   2.55355   0.62574   0.63306   0.21584   0.04242   0.01232   0.30434   0.32429   0.04000   1.01787   0.80151        -1
   3.74832   0.10820   4.45508   0.62156   0.68572   0.16480   0.03381   0.00964   0.19025   0.32429   0.12538   4.83412   7.19914        -1
   1.10193  -7.07714   2.55355   0.70134   0.86444   0.21578   0.07409   0.01313   0.19025   0.31256   0.04000   1.96570   0.00000        -1
  -0.39991   3.94720   2.59007   0.66002   0.63420   0.21298   0.04066   0.01519   0.30434   0.32429   0.04000   0.44314   0.00000        -1
   1.98248   2.89161   4.23708   0.63137   0.64916   0.22959   0.03938   0.01730   0.30434   0.32429   0.04000   1.02152   0.79134        -1
   0.51207  -7.41223   4.41855   0.59262   0.63580   0.19890   0.05133   0.01238   0.30434   0.32429   0.04000   0.68310   0.26017        -1
   2.56844  -9.88503   3.28355   0.66889   0.92902   0.22347   0.05529   0.01563   0.19520   0.23419   0.04000   2.11985   0.67227        -1
   1.54099 -30.23256   2.23892   0.67254   0.72988   0.21371   0.04823   0.01657   0.30434   0.31256   0.04000   1.76161   0.18519        -1
   1.50629   4.83276   3.76160   0.60701   0.81645   0.26053   0.06399   0.01951   0.15426   0.32429   0.04000   1.84689   2.40310        -1
