 /features        TATA         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)    TATA-TSS    TATA-INR     INR-TSS     REdens1     REdens2
  -8.25133  -0.37679 -16.23348   3.38979   0.65936   0.72127   0.21560   0.04104   0.01177   0.22443   0.32429   0.04000   0.03981   0.04000   3.78949   3.25267        -1
  -5.95027  -8.31924  -0.45865   4.21921   0.73897   0.63226   0.19107   0.03995   0.01168   0.22443   0.32429   0.04000   0.03981   0.04000   4.24864   5.09590        -1
  -5.13772   5.84468  -7.05601   4.38028   0.58764   0.66464   0.18511   0.04272   0.01217   0.22443   0.32429   0.04000   0.03981   0.12726   3.11840   2.79114        -1
   5.69901   3.96735  -3.88623   2.45311   0.61504   0.77654   0.18703   0.06162   0.01042   0.16217   0.31256   0.28007   0.04129   0.12783   7.66777   7.03931        -1
 -12.05849 -12.18237  -2.55619   3.38979   0.67103   0.67022   0.21968   0.04910   0.01098   0.22443   0.32429   0.04000   0.03981   0.04000   2.18897   0.00000        -1
  -6.58835   2.21628  -6.40974   3.82135   0.72641   0.72259   0.23389   0.05384   0.01458   0.16217   0.31256   0.04000   0.03981   0.04000   8.95146   3.03268        -1
  -7.04388   0.52671  -1.69653   4.65077   0.72441   0.71603   0.20322   0.04030   0.01146   0.21141   0.32429   0.04000   0.03981   0.04000   4.65285   4.11508        -1
   0.07746   0.49244   4.10685   3.66028   0.65337   0.96481   0.28674   0.05676   0.02178   0.16217   0.32429   0.04000   0.03981   0.04000   6.05564   6.89462        -1
   2.66187   2.01562   1.08290   3.92569   0.75676   0.64332   0.24426   0.04535   0.01623   0.22443   0.32429   0.17448   0.03981   0.04000   3.11177   4.03694        -1
  -1.83363   1.08556   1.91678   4.38028   0.70145   0.74778   0.18201   0.04916   0.00960   0.22443   0.31256   0.04000   0.03981   0.04000   6.54250   0.26782        -1
  -8.29420   5.84876  -9.35007   3.38979   0.68410   0.74916   0.25002   0.05308   0.02242   0.22443   0.23419   0.04000   0.03981   0.12783   7.87023   0.00000        -1
  -7.22523   1.97364  -0.43548   3.82135   0.67466   0.61146   0.23813   0.03932   0.01631   0.16217   0.32429   0.04000   0.03981   0.04000   2.97916   1.20294        -1
  -1.05863   2.67551   5.44344   3.66028   0.76530   0.76499   0.22078   0.05776   0.01467   0.22443   0.32429   0.04000   0.03981   0.04000   8.37366   3.35402        -1
 -12.41811  -3.15607  -6.89291   3.66028   0.61137   0.85116   0.15755   0.04767   0.00780   0.22443   0.32429   0.04000   0.03981   0.04000   2.58892   2.62870        -1
   5.07639  -6.24582  -6.33342   3.38979   0.53412   0.79250   0.15405   0.05776   0.00862   0.22443   0.32429   0.02249   0.03981   0.04000   8.09306   4.47928        -1
 -13.60450   1.10115   7.03700   4.38028   0.53776   0.91265   0.19281   0.05115   0.00998   0.22443   0.32429   0.04000   0.03981   0.04000   6.61946   3.71182        -1
  -8.42586   1.51696   5.22462   3.87693   0.70614   0.91748   0.23573   0.04928   0.01577   0.17898   0.32429   0.04000   0.03981   0.04000   6.39261   5.03410        -1
  -6.20333   3.89371  -8.51498   3.92569   0.62526   0.63655   0.26158   0.03839   0.01649   0.22443   0.32429   0.04000   0.03981   0.24830   2.30902   3.22709        -1
 -13.69661  -1.32292   0.09662   4.48970   0.65545   0.68611   0.14800   0.05072   0.00738   0.22443   0.32429   0.04000   0.03981   0.04000   4.75775   4.06370        -1
 -12.20785  -1.02265  -2.83290   3.55086   0.61342   0.63933   0.14927   0.04117   0.00710   0.22443   0.32429   0.04000   0.03981   0.04000   0.88989   0.70092        -1
   2.25672  -9.47477   0.20430   3.15185   0.58706   0.67971   0.15186   0.04922   0.00896   0.22443   0.31256   0.04072   0.03981   0.04000   4.41747   2.00213        -1
  -1.11786   4.07275   4.99556   3.17818   0.70653   0.66119   0.21681   0.04320   0.01570   0.22443   0.32429   0.04000   0.03981   0.24830   3.73384   3.05399        -1
  -9.19962   3.16999   5.57688   3.92569   0.69527   0.86010   0.21988   0.04823   0.01407   0.16217   0.32429   0.04000   0.03981   0.12783   6.64551   4.53730        -1
   3.41800   6.73137   3.83847   2.45311   0.83700   0.69224   0.23099   0.04377   0.01595   0.22443   0.32429   0.04000   0.03981   0.11256   3.97940   2.21643        -1
  -7.20742  -4.39450   0.25215   3.66028   0.61424   0.62716   0.17898   0.04034   0.01043   0.22443   0.32429   0.04000   0.03981   0.04000   5.13663   1.39190        -1
  -9.05989   0.61640   0.64168   3.92569   0.63107   0.91154   0.23893   0.06291   0.01353   0.22443   0.32429   0.04000   0.03981   0.04000   4.54345   4.75870        -1
  -8.74596   0.07631  -1.97130   2.61595   0.75044   0.64946   0.31753   0.03766   0.02465   0.22443   0.32429   0.04000   0.03981   0.04000   3.41984   3.63817        -1
  -6.58719 -10.19303  -8.31651   2.18769   0.72360   0.66044   0.21411   0.04456   0.01224   0.22443   0.32429   0.04000   0.03981   0.04000   4.76557   2.04831        -1
 -13.29981  -1.59056   7.07154   3.55086   0.67797   0.93236   0.27424   0.04517   0.01497   0.17898   0.31256   0.04000   0.03981   0.04000   3.13829   2.24485        -1
 -11.51351  -0.00136  -8.59053   3.04751   0.61496   0.72533   0.17302   0.04419   0.01058   0.22443   0.32429   0.04000   0.03981   0.04000   2.11958   4.22662        -1
  -5.68655   2.25938   4.51268   2.61595   0.65251   0.67231   0.25207   0.04426   0.02110   0.22443   0.32429   0.04000   0.03981   0.04000   3.82145   0.28440        -1
 -18.07605  -0.66472 -10.66646   4.48970   0.72347   0.73166   0.24020   0.05119   0.01660   0.16217   0.32429   0.04000   0.03981   0.04000   6.10466   4.06938        -1
 -19.74297   1.86806   5.18107   3.55086   0.56865   0.76633   0.21803   0.05268   0.01411   0.16217   0.32429   0.04000   0.03981   0.04000   8.48638   3.17405        -1
  -2.51464  -1.12108   0.59491   4.65077   0.52229   0.53021   0.16478   0.03088   0.00898   0.22443   0.32429   0.04000   0.03981   0.04000   1.86976   0.76912        -1
   0.67714   4.07392 -12.90706   3.66028   0.57797   0.67084   0.22725   0.04471   0.01167   0.16217   0.31256   0.01705   0.03981   0.12783   6.64243   0.48402        -1
 -11.16125   1.67137  -1.93389   2.90769   0.64559   0.64236   0.18169   0.04084   0.00991   0.22443   0.32429   0.04000   0.03981   0.04000   5.69311   2.03978        -1
  -6.41558   0.01740  -6.79882   3.66028   0.63091   0.59632   0.24987   0.03776   0.01607   0.22443   0.32429   0.04000   0.03981   0.04000   2.18233   4.49349        -1
  -1.17739   0.38701  -5.44983   2.88644   0.68947   0.65966   0.16882   0.04663   0.00938   0.22443   0.32429   0.04000   0.03981   0.04000   2.92517   2.39403        -1
  -3.48364   1.02861   1.19116   2.77702   0.63384   0.93124   0.21923   0.03807   0.01397   0.16217   0.32429   0.04000   0.03981   0.04000   2.44163   2.02865        -1
  -0.30209  -9.11356  -0.64305   2.61595   0.77176   0.62460   0.18557   0.03955   0.01106   0.22443   0.32429   0.04000   0.03981   0.04000   3.22235   4.04191        -1
 -11.77869   5.35208   2.30978   4.65077   0.65348   1.57965   0.19582   0.06297   0.01307   0.06960   0.02295   0.04000   0.03981   0.12783   6.67890   0.50959        -1
  -7.84279  -8.18034  -1.84157   3.82135   0.64636   0.53763   0.14806   0.03432   0.00747   0.22443   0.32429   0.04000   0.03981   0.04000   2.91949   4.39498        -1
  -8.29227   1.12309   0.30420   3.66028   0.62676   0.69945   0.25043   0.04922   0.01583   0.22443   0.32429   0.04000   0.03981   0.04000   2.38693   2.88799        -1
   5.38864  -7.16771  -2.31578   3.04751   0.65814   0.81704   0.21696   0.06483   0.01195   0.22443   0.32429   0.03551   0.03981   0.04000   5.46342   7.23372        -1
  -1.16234  -1.80133   4.70114   4.38028   0.65116   0.91347   0.24336   0.06617   0.02321   0.16217   0.31256   0.04000   0.03981   0.04000   6.71229   5.26190        -1
  -7.20839   0.67154 -16.43023   3.38979   0.71765   0.71630   0.25364   0.04985   0.01442   0.22443   0.32429   0.04000   0.03981   0.04000   5.58513   0.00000        -1
 -12.79204  -0.09093  -7.24480   4.21921   0.64939   0.60960   0.22425   0.03674   0.01165   0.22443   0.32429   0.04000   0.03981   0.04000   1.60360   0.30855        -1
  -6.39457   0.20446   4.08116   3.66028   0.54999   0.74563   0.14382   0.05183   0.00687   0.22443   0.32429   0.04000   0.03981   0.04000   6.80227   2.33981        -1
 -11.01360   1.81107  -5.76281   2.05194   0.66542   0.65082   0.19726   0.03697   0.01139   0.22443   0.32429   0.04000   0.03981   0.04000   2.97490   0.65806        -1
 -13.93691   1.36211   4.78016   4.21921   0.60368   0.99781   0.24028   0.05262   0.02496   0.22443   0.32429   0.04000   0.03981   0.04000   2.28203   1.35496        -1
  -8.42399   3.79625  -9.25703   2.45311   0.77109   0.67706   0.27111   0.04459   0.02549   0.22443   0.32429   0.04000   0.03981   0.12726   5.51954   6.01089        -1
 -12.86267  -3.42294  -5.61198   3.66028   0.60842   0.74276   0.18829   0.05789   0.01189   0.22443   0.32429   0.04000   0.03981   0.04000   7.41724   2.95761        -1
   3.76442  -0.20228   3.14663   2.61595   0.74212   0.75901   0.21582   0.04804   0.01233   0.16217   0.32429   0.01705   0.03981   0.04000   4.92446   1.17239        -1
  -0.99781  -0.41678  -5.83033   3.55086   0.48152   0.57685   0.14885   0.03499   0.00886   0.22443   0.31256   0.04000   0.03981   0.04000   4.66517   1.24224        -1
   2.51817  -0.88296   5.44065   4.65077   0.72433   0.62009   0.23666   0.03725   0.01678   0.22443   0.32429   0.28007   0.03981   0.04000   2.87023   5.29576        -1
 -12.43047  -1.69881   3.91022   2.77702   0.58135   0.63791   0.18470   0.04124   0.01147   0.22443   0.32429   0.04000   0.03981   0.04000   2.68932   1.56405        -1
   3.09128  -3.67483   4.67458   3.09627   0.62758   0.77005   0.19752   0.05231   0.01021   0.21141   0.31256   0.01705   0.03981   0.04000   7.71773   2.03292        -1
   3.75941  -0.19218  -5.64579   4.38028   0.57339   0.75343   0.19995   0.05413   0.01319   0.22443   0.32429   0.04072   0.03981   0.04000   7.29245   6.44471        -1
 -11.03713   2.61539   6.53766   2.61595   0.67960   0.75452   0.16367   0.05034   0.00784   0.22443   0.32429   0.04000   0.03981   0.04000   5.16055   3.75160        -1
 -10.46325   0.06639  -1.16301   3.15185   0.71976   0.64684   0.23134   0.03981   0.01368   0.22443   0.32429   0.04000   0.03981   0.04000   3.64670   2.60715        -1
 -10.74562  -2.45842  -3.20642   3.65520   0.54666   0.64574   0.15862   0.04135   0.00958   0.22443   0.32429   0.04000   0.03981   0.04000   4.43381   2.76652        -1
  -8.68177   1.94678  -3.23793   3.44537   0.56489   0.66612   0.17689   0.04364   0.01006   0.22443   0.32429   0.04000   0.03981   0.04000   3.70874   0.37604        -1
  -4.36662   1.82990  -4.07015   3.66028   0.73378   0.72692   0.19178   0.04970   0.01177   0.22443   0.32429   0.04000   0.03981   0.04000   5.70589   6.16718        -1
   1.54910   0.46534 -11.20851   2.82578   0.74454   0.67258   0.18453   0.04288   0.01065   0.22443   0.32429   0.04000   0.03981   0.04000   4.36609   3.36799        -1
   0.93472  -2.33919  -3.90582   3.38979   0.55835   0.56834   0.15127   0.03340   0.00676   0.22443   0.32429   0.03551   0.03981   0.04000   1.17049   2.57495        -1
  -2.22454   2.39371  -6.65107   3.82135   0.62002   0.69137   0.21770   0.04606   0.01139   0.22443   0.32429   0.04000   0.03981   0.04000   0.79825   0.00000        -1
  -7.82387  -2.45650  -5.35432   3.65520   0.78048   0.67320   0.18990   0.03674   0.01151   0.22443   0.32429   0.04000   0.03981   0.04000   3.09235   2.36870        -1
 -16.07658  -0.03829  -6.48836   3.87693   0.56926   0.73115   0.16180   0.04449   0.00924   0.22443   0.32429   0.04000   0.03981   0.04000   1.98177   0.47596        -1
 -13.95193   1.86806   5.05988   3.82135   0.80445   0.73770   0.31252   0.04619   0.02522   0.17898   0.32429   0.04000   0.03981   0.04000   3.52877   0.05944        -1
   2.83666   0.94182  -4.52356   3.09627   0.71143   0.89726   0.26615   0.04864   0.02509   0.16217   0.32429   0.02083   0.03981   0.04000   6.99290   6.55079        -1
   1.42570  -9.02315   5.75886   3.04751   0.65198   0.71685   0.23012   0.05000   0.01586   0.22443   0.32429   0.17448   0.03981   0.04000   7.00994   5.80393        -1
 -11.43212   2.39922  -1.20559   3.17818   0.60478   0.81946   0.20668   0.05751   0.01101   0.12382   0.23419   0.04000   0.03981   0.04000   5.98389   1.10253        -1
  -6.88084  -0.34313  -1.85601   3.87693   0.62712   0.84608   0.16110   0.06598   0.00921   0.22443   0.32429   0.04000   0.03981   0.04000  10.62656   6.33223        -1
 -14.16364   3.01271   6.33061   3.09627   0.63157   0.85519   0.28418   0.03905   0.01820   0.17898   0.31256   0.04000   0.03981   0.10945   5.28700   2.31636        -1
   5.77655   1.25525 -12.38474   4.48970   0.61522   0.73891   0.14641   0.05289   0.00727   0.22443   0.32429   0.08665   0.03981   0.04000   7.08169   7.89581        -1
   1.34669  -1.23046  -7.27136   3.66028   0.61955   0.76210   0.25627   0.05061   0.01569   0.16217   0.32429   0.04000   0.03981   0.04000   5.94838   4.34075        -1
  -7.29077   4.93472   4.01196   3.55086   0.61351   0.94595   0.21826   0.06570   0.01317   0.16217   0.32429   0.04000   0.03981   0.24830   2.83400   2.00308        -1
  -8.17212  -2.18252   4.39860   4.65077   0.52629   0.62299   0.20075   0.03840   0.01416   0.22443   0.32429   0.04000   0.03981   0.04000   1.75728   2.23183        -1
  -4.92699  -2.16002  -7.37022   4.48970   0.69502   0.61742   0.17949   0.04002   0.01310   0.22443   0.32429   0.04000   0.03981   0.04000   2.64812   3.55103        -1
  -9.34628   5.99251  -5.88803   3.71586   0.61856   0.56266   0.23114   0.03181   0.01554   0.22443   0.31256   0.04000   0.03981   0.12783   2.90102   0.17405        -1
  -0.47923   3.10533   6.77212   2.32243   0.71663   0.71791   0.20189   0.04428   0.01182   0.16217   0.32429   0.04000   0.03981   0.12783   2.23467   0.10537        -1
 -12.14104  -9.06846  -6.87970   3.66028   0.65357   0.86643   0.18987   0.04030   0.01180   0.22443   0.32429   0.04000   0.03981   0.04000   3.68103   0.57613        -1
  -6.53891 -10.79038 -30.35431   3.66028   0.48407   0.55607   0.11951   0.03869   0.00742   0.22443   0.32429   0.04000   0.03981   0.04000   1.35567   3.64338        -1
  -9.01261  -4.04732   2.90450   3.66028   0.64956   0.54606   0.16564   0.03182   0.00913   0.22443   0.32429   0.04000   0.03981   0.04000   0.15913   4.06062        -1
  -8.45907   3.66963  -6.17065   3.44537   0.65143   0.55630   0.16012   0.03504   0.00878   0.22443   0.32429   0.04000   0.03981   0.11256   2.82311   0.26853        -1
  -9.75100   4.21238   4.19481   3.82135   0.78478   0.67240   0.22350   0.04710   0.01332   0.22443   0.32429   0.04000   0.03981   0.24830   4.35709   4.26072        -1
  -0.99423  -3.96153   8.18807   3.66028   0.65188   0.70521   0.18468   0.04471   0.00976   0.16217   0.32429   0.04000   0.03981   0.04000   3.71679   3.91831        -1
 -12.34254   1.39494   1.65721   4.38028   0.60111   0.57294   0.15912   0.03370   0.00898   0.22443   0.32429   0.04000   0.03981   0.04000   3.61875   2.91475        -1
  -0.47494   1.21826   2.85221   3.04751   0.65959   0.73017   0.19543   0.05681   0.01137   0.22443   0.32429   0.04000   0.03981   0.04000   5.20080   0.87923        -1
 -10.78285   0.68649   3.87637   3.92569   0.61402   0.52758   0.21166   0.03054   0.01385   0.22443   0.32429   0.04000   0.03981   0.04000   0.64693   1.01018        -1
  -8.84445  -4.72884   0.56944   2.34876   0.72347   0.67536   0.20405   0.04496   0.01096   0.22443   0.32429   0.04000   0.03981   0.04000   2.14729   3.63912        -1
   0.35595   3.85228 -16.32850   3.82135   0.76547   0.71959   0.32842   0.05057   0.03025   0.22443   0.32429   0.08665   0.06702   0.24830   8.52853   7.23633        -1
  -9.63568   1.89090   4.58725   2.88644   0.57836   0.68501   0.20802   0.04611   0.01516   0.22443   0.31256   0.04000   0.03981   0.04000   5.90315   4.35449        -1
 -12.55773   3.45139   7.37393   3.65520   0.58056   0.60551   0.21413   0.03294   0.01472   0.22443   0.32429   0.04000   0.03981   0.12783   3.79896   0.24627        -1
  -8.77935   2.52936   0.47234   3.92569   0.72948   0.78541   0.21628   0.05814   0.01266   0.22443   0.31256   0.04000   0.03981   0.04000   7.82643   6.82406        -1
   2.41813   4.85405   6.82371   3.66028   0.65551   0.66515   0.22855   0.04304   0.01308   0.22443   0.32429   0.08665   0.06674   0.11256   3.33483   5.97040        -1
   1.42105 -10.51317   5.62864   2.74662   0.67988   0.63988   0.25332   0.04201   0.01502   0.22443   0.32429   0.01705   0.03981   0.04000   3.03954   4.48236        -1
 -12.47521  -3.32132  -7.84409   4.21921   0.47827   0.52967   0.16702   0.02890   0.00962   0.22443   0.32429   0.04000   0.03981   0.04000   1.06725   0.78451        -1
  -0.84566   0.88372   6.15864   1.67926   0.54334   0.61623   0.13230   0.03106   0.00615   0.16217   0.32429   0.04000   0.03981   0.04000   1.77528   2.75255        -1
  -9.02692  -0.83335  -6.49896   3.55086   0.56751   0.59649   0.13866   0.03561   0.00815   0.22443   0.32429   0.04000   0.03981   0.04000   2.92351   0.10348        -1
  -9.21323   1.82049  -3.19615   3.92569   0.81218   0.91835   0.32344   0.05015   0.02847   0.17898   0.23419   0.04000   0.03981   0.04000   5.28771   3.00284        -1
   0.98571   1.53734  -0.94240   3.92569   0.65042   0.82591   0.19691   0.05658   0.01127   0.21141   0.23419   0.04000   0.03981   0.04000   5.12148   3.65475        -1
