 /features        TATA         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)    TATA-TSS    TATA-INR     INR-TSS     REdens1     REdens2
  -3.87601 -11.22880  -8.07697   3.38979   0.53626   0.67788   0.19764   0.04815   0.01142   0.22443   0.32429   0.04000   0.03981   0.04000   5.79398   3.66754        -1
   4.30830 -10.00130  -8.12035   3.66028   0.65031   0.66492   0.25451   0.04537   0.01689   0.22443   0.32429   0.03551   0.03981   0.04000   1.59792   4.85532        -1
   3.93842   5.29072   6.55857   3.92569   0.73246   0.90438   0.26279   0.05546   0.01737   0.22443   0.31256   0.04000   0.03981   0.10945   5.88942   4.21951        -1
   4.93434  -0.93381   8.29717   3.82135   0.69317   0.77309   0.26755   0.05534   0.02959   0.22443   0.32429   0.02249   0.03981   0.04000   7.26474   5.79304        -1
  -9.81157  -4.35934   5.81908   2.90769   0.60877   0.53759   0.21890   0.02849   0.01844   0.22443   0.32429   0.04000   0.03981   0.04000   0.95667   0.26735        -1
  -6.88767  -7.25277  -5.02062   4.48970   0.47869   0.96423   0.17000   0.06922   0.00972   0.12382   0.10249   0.04000   0.03981   0.04000   6.99124   1.25550        -1
   1.83837  -6.63423   1.39342   2.61595   0.54662   0.66642   0.19224   0.04773   0.00884   0.22443   0.32429   0.02249   0.03981   0.04000   1.26024   2.85295        -1
  -1.47355   2.75460   2.26719   3.82135   0.71834   0.62527   0.28886   0.03543   0.01858   0.22443   0.32429   0.04000   0.03981   0.04000   3.70353   6.14895        -1
   2.26950   1.22407  -8.12152   2.45311   0.72006   0.74441   0.29703   0.05860   0.02429   0.22443   0.32429   0.23745   0.03981   0.04000   6.29150   7.39143        -1
   1.60523   5.28677  -7.17889   4.65077   0.61447   0.65533   0.22504   0.04403   0.01123   0.22443   0.32429   0.03551   0.00735   0.05854   5.91664   2.79257        -1
 -11.34656  -1.18920   3.67776   3.92569   0.60207   0.59562   0.16494   0.03311   0.00973   0.22443   0.32429   0.04000   0.03981   0.04000   2.78049   4.41369        -1
   1.27026  -0.29820   4.47083   3.92569   0.63282   0.71293   0.16874   0.05207   0.00819   0.22443   0.32429   0.01705   0.03981   0.04000   6.28771   5.06465        -1
  -5.99495  -8.46382   6.40024   3.82135   0.59967   0.68907   0.15546   0.04323   0.00891   0.22443   0.32429   0.04000   0.03981   0.04000   4.56926   2.85247        -1
   1.52768   3.46157   3.60052   3.92569   0.65131   0.71925   0.17495   0.05286   0.01240   0.22443   0.32429   0.03551   0.07608   0.08823   3.82714   2.21643        -1
  -7.43476  -0.92294   5.20447   3.60644   0.74111   0.69045   0.25645   0.04358   0.01716   0.21141   0.31256   0.04000   0.03981   0.04000   7.07317   2.43003        -1
 -10.31204   4.13992   2.31148   3.60644   0.69607   0.91200   0.18889   0.04208   0.01029   0.12382   0.10249   0.04000   0.03981   0.12726   7.13426   3.44518        -1
  -5.02126   0.65523   6.66788   3.82135   0.67436   0.71573   0.17180   0.04056   0.00894   0.21141   0.10249   0.04000   0.03981   0.04000   7.77788   2.93180        -1
  -8.93547   2.99622   7.61290   3.82135   0.71620   0.68087   0.25341   0.04692   0.01784   0.16217   0.32429   0.04000   0.03981   0.11256   2.49136   1.11153        -1
   0.93225   1.36920   2.58001   3.66028   0.69500   0.81025   0.25305   0.06356   0.01612   0.22443   0.32429   0.01776   0.03981   0.04000   3.23040   3.36988        -1
 -13.49049   0.25220   3.58054   4.21921   0.57178   0.61063   0.24041   0.03823   0.01569   0.22443   0.32429   0.04000   0.03981   0.04000   2.77291   1.10845        -1
  -2.06188   2.46087  -7.45881   2.74662   0.82870   0.75079   0.24838   0.06323   0.02204   0.22443   0.32429   0.04000   0.03981   0.04000   7.09448   4.13900        -1
  -8.51957  -0.81670  -9.56545   3.87693   0.56263   0.75186   0.24993   0.05854   0.01828   0.22443   0.32429   0.04000   0.03981   0.04000   9.40729   6.33862        -1
   2.11179  -0.60427 -17.32648   3.65520   0.50212   0.73051   0.15961   0.05830   0.00716   0.22443   0.32429   0.04072   0.03981   0.04000   9.13166   5.83590        -1
  -7.97055   0.40735   6.28632   3.65520   0.78468   0.69698   0.21577   0.04243   0.01342   0.21141   0.32429   0.04000   0.03981   0.04000   4.97301   1.92328        -1
   0.79876   4.49571  -5.37179   3.38979   0.70272   0.68313   0.19822   0.04795   0.01165   0.22443   0.32429   0.28007   0.03535   0.12783   1.62444   3.10514        -1
   1.52768   1.08869   3.40374   2.34876   0.57528   0.77283   0.27638   0.05454   0.01871   0.16217   0.32429   0.04072   0.03981   0.04000   3.37769   4.56003        -1
  -4.94557   6.17161  -4.20212   1.35320   0.73029   0.75027   0.24463   0.04572   0.01441   0.17898   0.31256   0.04000   0.03981   0.12726   6.37840   6.08193        -1
   1.79556  -0.51986  -3.82309   3.66028   0.72550   0.76944   0.20026   0.06039   0.01162   0.22443   0.32429   0.08665   0.03981   0.04000   7.30002   7.05778        -1
 -20.73136   4.57068   6.02929   3.65520   0.57416   1.37089   0.17760   0.08291   0.01295   0.06960   0.10249   0.04000   0.03981   0.12783   9.89936   0.83969        -1
  -8.80810   4.04866   3.35768   3.17818   0.63743   0.58493   0.25560   0.03543   0.01739   0.22443   0.32429   0.04000   0.03981   0.12783   1.01089   1.92328        -1
  -8.95961   0.28619  -8.90871   3.66028   0.59715   0.72531   0.16310   0.04859   0.00805   0.22443   0.32429   0.04000   0.03981   0.04000   1.50864   0.88942        -1
  -9.20031   3.26125  -8.99006   4.65077   0.65454   0.66694   0.20513   0.04253   0.01098   0.22443   0.32429   0.04000   0.03981   0.24830   5.07980   0.30855        -1
  -7.29347   1.80267  -6.84297   4.65077   0.74658   0.58854   0.26033   0.03479   0.01577   0.22443   0.32429   0.04000   0.03981   0.04000   4.67322   4.66138        -1
  -5.35435   0.34967   3.92655   3.82135   0.58755   0.81280   0.18606   0.03799   0.00936   0.22443   0.32429   0.04000   0.03981   0.04000   2.96803   3.30334        -1
   6.92341  -2.99984 -10.34260   3.66028   0.48029   0.64142   0.15102   0.04535   0.00827   0.22443   0.32429   0.02249   0.03981   0.04000   6.94672   7.06796        -1
  -9.42035   5.65310   4.19481   3.38979   0.82919   0.83232   0.34623   0.06608   0.03334   0.16217   0.32429   0.04000   0.03981   0.11256   9.31163   5.19039        -1
  -6.22856  -8.31238   5.90681   2.61595   0.78489   0.66921   0.17249   0.04070   0.00809   0.22443   0.32429   0.04000   0.03981   0.04000   1.63225   0.00000        -1
  -0.57693   2.30888   5.18990   3.92569   0.67628   0.76469   0.19050   0.06378   0.01007   0.22443   0.32429   0.04000   0.03981   0.04000   6.87237   5.94104        -1
  -8.88565   4.03340   0.45972   4.38028   0.56416   0.75576   0.19888   0.05863   0.01372   0.16217   0.32429   0.04000   0.03981   0.05854   4.19015   0.98627        -1
  -9.67129  -0.81675  -7.59982   3.66028   0.61947   0.75329   0.19807   0.05275   0.01292   0.16217   0.32429   0.04000   0.03981   0.04000   5.89746   0.53469        -1
  -8.53398   2.61443  -1.29135   2.32243   0.70851   0.65207   0.23366   0.04017   0.01286   0.22443   0.32429   0.04000   0.03981   0.04000   5.10561   4.31778        -1
   2.78815  -5.14786  -0.56724   2.88644   0.66763   0.70693   0.18091   0.05026   0.01259   0.22443   0.32429   0.04072   0.03981   0.04000   6.37414   1.87757        -1
  -8.95914  -2.79851   8.40397   1.41385   0.65221   0.69661   0.18841   0.04750   0.01104   0.22443   0.32429   0.04000   0.03981   0.04000   4.39664   3.08691        -1
 -10.01581  -4.26140   2.91056   4.38028   0.52513   0.56541   0.17276   0.03296   0.00936   0.22443   0.32429   0.04000   0.03981   0.04000   0.79967   0.00000        -1
  -9.32233   2.11939  -8.54252   4.21921   0.56801   0.58797   0.16595   0.03867   0.00951   0.22443   0.32429   0.04000   0.03981   0.04000   1.96898   3.60455        -1
 -10.89485   3.42386 -14.63512   3.09627   0.60283   0.64076   0.22094   0.03879   0.01231   0.22443   0.31256   0.04000   0.03981   0.11256   5.21004   1.99361        -1
   1.80410   3.87694   2.57048   2.61595   0.74910   0.79377   0.33516   0.06115   0.02828   0.22443   0.32429   0.00616   0.04695   0.24830   9.27752   3.72034        -1
  -1.36772 -10.11329  -1.64218   3.09627   0.65745   0.63260   0.19593   0.04245   0.01100   0.22443   0.32429   0.04000   0.03981   0.04000   3.31115   6.73976        -1
  -0.06699   6.00911 -16.42550   3.65520   0.58393   0.65623   0.22161   0.04133   0.01500   0.22443   0.32429   0.04000   0.03981   0.12783   5.65996   3.24959        -1
  -8.68889   1.36189   8.40397   4.21921   0.70395   0.90132   0.26211   0.06353   0.01800   0.02202   0.31256   0.04000   0.03981   0.04000   6.23514   0.84821        -1
   0.54281   2.68887   5.48975   3.71586   0.73043   0.75908   0.23626   0.04840   0.01616   0.22443   0.23419   0.08665   0.03981   0.04000   5.10016   2.63865        -1
   1.42217   3.33383  -5.43759   1.91720   0.72085   0.80543   0.20637   0.05148   0.01205   0.21141   0.31256   0.04000   0.03981   0.05854   7.15273   3.30689        -1
  -9.34314   2.41205   4.55580   3.71586   0.63257   0.91191   0.13528   0.04714   0.00732   0.21141   0.31256   0.04000   0.03981   0.04000   3.80417   3.74189        -1
  -4.48002  -5.65191   4.05997   2.88644   0.63692   0.75567   0.23012   0.05761   0.01636   0.22443   0.32429   0.04000   0.03981   0.04000   8.04026   2.20625        -1
  -6.90001   2.14375  -8.42781   3.15185   0.72560   0.68197   0.23281   0.04825   0.01356   0.22443   0.32429   0.04000   0.03981   0.04000   6.81624   2.61757        -1
  -3.24950   0.56587   4.04445   2.13385   0.56177   0.66422   0.22232   0.04278   0.01479   0.22443   0.32429   0.04000   0.03981   0.04000   4.23277   4.18542        -1
 -11.12890  -3.62688 -16.20223   3.82135   0.50897   0.73110   0.18886   0.04922   0.00965   0.22443   0.31256   0.04000   0.03981   0.04000   6.39806   4.21075        -1
   2.18996   1.62391  -9.69065   2.32243   0.87186   0.83746   0.29877   0.05981   0.02161   0.16217   0.31256   0.17448   0.03981   0.04000   7.91617   5.81909        -1
   1.16475   3.17249 -15.81933   4.21921   0.69687   0.79459   0.17911   0.06331   0.01130   0.22443   0.31256   0.23745   0.06702   0.24830   7.58797   2.20625        -1
   0.93257   1.21617  -5.87691   3.92569   0.60874   0.85790   0.24766   0.06261   0.01903   0.16217   0.32429   0.01705   0.03981   0.04000   9.87686   6.71608        -1
 -15.83985  -0.56481  -4.69135   2.88644   0.58623   1.07800   0.20133   0.06155   0.01116   0.22443   0.32429   0.04000   0.03981   0.04000   6.79659   4.30452        -1
   2.54553   3.40493 -16.74133   3.38979   0.63282   0.66513   0.22097   0.04043   0.01214   0.22443   0.31256   0.01705   0.03981   0.05854   4.17784   0.99976        -1
  -0.35228   5.20845  -7.55060   4.65077   0.63669   0.62902   0.19096   0.04209   0.01307   0.22443   0.32429   0.04000   0.03981   0.12726   6.40540   4.15321        -1
  -9.57402   4.20398  -7.04355   3.55086   0.72664   0.59954   0.16612   0.03917   0.00928   0.22443   0.32429   0.04000   0.03981   0.10945   2.10230   4.44329        -1
  -1.11786   4.44211   3.04648   3.66028   0.82067   0.82882   0.28382   0.05674   0.02164   0.22443   0.32429   0.04000   0.03981   0.12783   7.80772   6.18897        -1
  -7.64648   0.37533  -4.11810   4.48970   0.63386   0.74689   0.22105   0.05157   0.01512   0.22443   0.32429   0.04000   0.03981   0.04000   6.83874   3.61189        -1
  -3.28304   3.79625  -7.38796   3.92569   0.70136   0.64645   0.20850   0.04265   0.01321   0.22443   0.32429   0.04000   0.03981   0.11256   6.01018   6.42292        -1
   1.82495   3.39807  -9.60719   3.82135   0.61264   0.60053   0.23505   0.04011   0.01208   0.22443   0.32429   0.28007   0.04129   0.11256   4.76912   4.13474        -1
  -8.89671   2.03669   2.22087   3.66028   0.68834   0.58882   0.23992   0.03512   0.01412   0.22443   0.32429   0.04000   0.03981   0.04000   3.82974   2.70661        -1
  -9.28687   3.77030 -11.17488   4.38028   0.65405   0.62408   0.18065   0.04149   0.00966   0.22443   0.31256   0.04000   0.03981   0.12783   3.05210   1.10324        -1
  -6.39863  -3.54217 -10.41826   4.48970   0.56633   0.54354   0.16705   0.03331   0.00881   0.22443   0.32429   0.04000   0.03981   0.04000   2.50485   3.99882        -1
   5.86764   0.44283  -5.57708   3.17818   0.74463   0.80740   0.21034   0.03762   0.01511   0.22443   0.32429   0.04000   0.03981   0.04000   4.67274   4.71774        -1
 -16.00801   0.80213   1.14364   3.04751   0.72067   0.69241   0.48799   0.05157   0.09829   0.22443   0.32429   0.04000   0.03981   0.04000   5.98342   2.94459        -1
   1.92499   2.61539  -2.00216   2.77702   0.79073   0.66406   0.27810   0.04468   0.01871   0.16217   0.32429   0.03551   0.03981   0.04000   1.90433   3.84608        -1
   0.69450   2.16525 -12.33455   2.82578   0.68611   0.84781   0.22514   0.06839   0.01461   0.16217   0.31256   0.28007   0.03981   0.04000  11.53658   5.39972        -1
 -12.13424  -8.89816  -3.79555   4.21921   0.58354   0.65650   0.23795   0.04503   0.01457   0.22443   0.32429   0.04000   0.03981   0.04000   3.19891   2.35567        -1
  -9.54308   3.62262  -5.02430   3.65520   0.60896   0.63700   0.18767   0.03590   0.00799   0.22443   0.32429   0.04000   0.03981   0.12783   2.92707   0.21359        -1
  -7.88706  -5.16025 -12.69415   3.82135   0.55567   0.71276   0.19015   0.05253   0.01414   0.22443   0.32429   0.04000   0.03981   0.04000   6.74426   2.63865        -1
   3.31001   0.88372   5.23815   3.55086   0.91980   0.83436   0.23719   0.09161   0.01730   0.22443   0.32429   0.23745   0.03981   0.04000   8.54961   6.51977        -1
 -11.90106  -5.97604   0.53737   3.65520   0.58915   0.67184   0.17749   0.04990   0.01080   0.22443   0.32429   0.04000   0.03981   0.04000   6.50533   4.26782        -1
 -10.84817   1.74690  -1.46698   3.92569   0.67613   0.68304   0.20119   0.04610   0.00955   0.22443   0.32429   0.04000   0.03981   0.04000   4.58797   4.92920        -1
   3.64368  -0.02423   6.63454   2.61595   0.75317   0.74823   0.25258   0.04892   0.01738   0.22443   0.32429   0.23745   0.03981   0.04000   6.97537   3.41037        -1
  -6.11683   3.60902 -17.54087   4.48970   0.66526   0.65465   0.19205   0.03934   0.01263   0.22443   0.32429   0.04000   0.03981   0.12783   4.84489   4.00758        -1
  -0.21776   3.10184   0.16007   4.38028   0.63018   0.91569   0.17668   0.05011   0.00949   0.22443   0.32429   0.04000   0.03981   0.11256   6.40042   3.03007        -1
   3.25285  -8.69885  -4.40979   2.82578   0.77829   0.71611   0.23222   0.04735   0.01273   0.22443   0.32429   0.23745   0.03981   0.04000   2.50154   1.89368        -1
  -6.97286  -1.35121  -6.15960   4.38028   0.67268   0.59961   0.21054   0.03534   0.01495   0.22443   0.32429   0.04000   0.03981   0.04000   2.02510   4.47194        -1
  -8.51905   0.89178   6.62094   4.38028   0.63708   0.63682   0.20173   0.04123   0.01060   0.22443   0.32429   0.04000   0.03981   0.04000   4.35283   0.71276        -1
   4.12541  -3.06086   0.53069   4.38028   0.52066   0.71355   0.15043   0.04808   0.00686   0.22443   0.32429   0.03551   0.03981   0.04000   7.71300   4.94743        -1
  -1.06766   2.73493   1.82188   3.38979   0.67733   0.91475   0.26228   0.07441   0.03154   0.22443   0.32429   0.04000   0.03981   0.04000   3.55269   2.09117        -1
  -8.72896   3.39807   2.59521   3.38979   0.76448   0.65864   0.20516   0.05014   0.01248   0.16217   0.32429   0.04000   0.03981   0.12726   6.27326   4.22377        -1
 -16.27282   1.69404  -0.96651   3.17818   0.59359   0.60069   0.21868   0.03588   0.01297   0.16217   0.32429   0.04000   0.03981   0.04000   2.83898   0.00000        -1
 -10.50312   1.51474   3.52291   3.65520   0.64593   0.86027   0.19222   0.04800   0.01170   0.21141   0.31256   0.04000   0.03981   0.04000   4.00474   2.00260        -1
  -3.75232   3.09757   5.82173   2.74662   0.61406   0.86774   0.20924   0.05938   0.01601   0.12382   0.31256   0.04000   0.03981   0.05854   9.16742   4.46389        -1
 -10.82363   5.30965   7.52516   3.55086   0.69525   0.65658   0.29214   0.04133   0.02444   0.22443   0.32429   0.04000   0.03981   0.12783   5.72318   2.38267        -1
  -7.52983  -0.39673   4.39758   2.32243   0.74985   0.76803   0.19633   0.05879   0.01329   0.22443   0.32429   0.04000   0.03981   0.04000   5.65664   5.36254        -1
 -11.35571  -4.93766   3.36717   4.38028   0.57984   0.64760   0.21403   0.03802   0.01420   0.22443   0.32429   0.04000   0.03981   0.04000   3.57447   0.19773        -1
  -7.08319   5.41381   4.04445   3.65520   0.85905   1.01453   0.31279   0.06989   0.01885   0.21141   0.23419   0.04000   0.03981   0.12783  11.24792   3.54132        -1
 -14.06103   5.98895   6.68939   2.74662   0.72232   0.69628   0.22492   0.04064   0.01551   0.12382   0.10249   0.04000   0.03981   0.10945   3.39237   0.30855        -1
  -6.09968   1.16830   2.75871   3.09627   0.74061   0.64647   0.29893   0.04177   0.02480   0.22443   0.32429   0.04000   0.03981   0.04000   4.46294   3.01516        -1
 -13.97417  -0.20020 -12.07053   4.21921   0.58420   0.66845   0.20584   0.03972   0.01118   0.22443   0.32429   0.04000   0.03981   0.04000   2.59578   3.19891        -1
 -13.69024  -0.01155 -10.40599   3.71586   0.55477   0.49599   0.16163   0.02688   0.00784   0.22443   0.32429   0.04000   0.03981   0.04000   3.30878   0.95667        -1
 -13.56450   1.51408   2.82774   4.38028   0.54075   0.60490   0.17893   0.03343   0.00961   0.16217   0.31256   0.04000   0.03981   0.04000   1.89936   0.29931        -1
 -12.13374   3.05505   4.52611   2.82578   0.71916   0.69074   0.21501   0.05068   0.01152   0.22443   0.32429   0.04000   0.03981   0.08823   6.51551   1.30997        -1
   3.75344   0.90201   8.71751   2.74662   0.67773   0.74654   0.19358   0.05177   0.01005   0.16217   0.31256   0.03551   0.03981   0.04000   6.18210   5.22709        -1
   1.82802 -10.90799   3.79446   2.61595   0.61914   0.58534   0.20944   0.03341   0.01299   0.22443   0.32429   0.17448   0.03981   0.04000   2.45773   2.95761        -1
  -1.70637  -9.23841   1.20477   4.21921   0.62474   0.69572   0.16592   0.05062   0.00871   0.22443   0.32429   0.04000   0.03981   0.04000   2.88160   3.23183        -1
 -12.61904   3.59361  -9.55616   3.66028   0.53943   0.65872   0.17418   0.04036   0.01048   0.22443   0.32429   0.04000   0.03981   0.08823   3.03078   3.30642        -1
  -8.92113   0.88716   1.49889   3.65520   0.69817   0.74352   0.16407   0.05220   0.01087   0.22443   0.32429   0.04000   0.03981   0.04000   7.08453   5.06441        -1
  -8.77847   0.73967   9.05838   2.88644   0.64347   0.92390   0.21539   0.06702   0.01819   0.02202   0.31256   0.04000   0.03981   0.04000   7.58631   2.20767        -1
  -7.57228  -3.11470   1.80053   1.57492   0.82843   0.75273   0.23597   0.05149   0.01755   0.21141   0.31256   0.04000   0.03981   0.04000   7.03860   4.62988        -1
 -11.75240   1.13816   0.08830   3.66028   0.62673   0.56299   0.19952   0.03630   0.01263   0.22443   0.32429   0.04000   0.03981   0.04000   2.34501   3.57021        -1
 -16.46651   2.60801   3.37778   3.17818   0.74538   0.63213   0.21511   0.03803   0.01440   0.22443   0.32429   0.04000   0.03981   0.04000   2.15345   2.13687        -1
   5.89178  -1.64121   5.79339   2.90769   0.71113   0.72546   0.22493   0.05591   0.01828   0.16217   0.32429   0.04072   0.03981   0.04000   3.59839   5.85603        -1
   0.70902  -0.60491  -6.81127   3.66028   0.84370   0.83895   0.25464   0.06637   0.01715   0.22443   0.32429   0.28007   0.03981   0.04000   9.47099   6.94980        -1
 -17.76088   1.57418  -6.32867   3.15185   0.68139   0.80626   0.19343   0.07210   0.01242   0.22443   0.32429   0.04000   0.03981   0.04000   5.39877   3.67843        -1
 -16.68990  -4.25037  -8.12866   3.38979   0.57315   0.68394   0.20371   0.04551   0.01161   0.22443   0.32429   0.04000   0.03981   0.04000   5.09804   0.63344        -1
 -17.58007  -5.34738   5.79877   3.82135   0.58773   0.53089   0.24117   0.03369   0.02153   0.22443   0.32429   0.04000   0.03981   0.04000   6.10016   0.96022        -1
   2.30819   2.18696   0.84469   2.45311   0.79040   0.73893   0.31147   0.05549   0.02256   0.22443   0.32429   0.03551   0.03981   0.04000   6.81624   4.29387        -1
  -8.00908   2.61969   0.44940   3.82135   0.73487   0.88222   0.19341   0.05909   0.01086   0.21141   0.32429   0.04000   0.03981   0.04000   7.83400   2.76439        -1
   0.82579  -0.36284  -4.32416   3.71586   0.64857   0.58385   0.22056   0.03330   0.01177   0.22443   0.32429   0.04000   0.03981   0.04000   4.77693   3.96282        -1
  -7.88688   2.18591  -9.16705   4.48970   0.66806   0.69616   0.24905   0.04582   0.01609   0.22443   0.32429   0.04000   0.03981   0.04000   2.89723   3.67725        -1
 -20.23870   0.21739 -12.35760   3.38979   0.65829   0.54971   0.16241   0.03138   0.00913   0.22443   0.32429   0.04000   0.03981   0.04000   3.63438   1.92328        -1
   1.47511   2.81915   2.66365   3.65520   0.76328   0.72045   0.28753   0.05319   0.02237   0.21141   0.32429   0.23745   0.03981   0.04000   4.96282   4.50130        -1
  -0.92073   0.73451  -4.88180   3.38979   0.56527   0.70895   0.14854   0.04444   0.00763   0.16217   0.32429   0.04000   0.03981   0.04000   2.67961   6.92494        -1
   2.47071   0.94204   3.87976   3.66028   0.63993   0.74247   0.17045   0.04989   0.01003   0.16217   0.31256   0.08665   0.03981   0.04000   6.99171   1.62278        -1
  -9.02490   3.04786   2.99604   3.82135   0.68322   0.64409   0.20281   0.04134   0.01362   0.22443   0.32429   0.04000   0.03981   0.08823   5.67985   2.82808        -1
   0.68907   5.29294   1.11612   2.34876   0.69237   0.70713   0.34119   0.04135   0.03542   0.21141   0.32429   0.08665   0.06702   0.08823   4.35946   4.81909        -1
  -9.14333   1.11108   5.60474   2.90769   0.64236   0.68648   0.25722   0.05104   0.01779   0.16217   0.31256   0.04000   0.03981   0.04000   1.76983   0.17310        -1
   1.00028   2.60309 -17.64539   3.82135   0.87014   1.06735   0.28207   0.10413   0.02055   0.21141   0.31256   0.08665   0.03981   0.04000  12.99692   7.52948        -1
   3.21004  -8.38809   0.30420   2.45311   0.93225   1.12202   0.50365   0.11939   0.04650   0.22443   0.32429   0.08665   0.03981   0.04000   9.63888   6.62846        -1
  -1.02664  -2.49389  -6.70101   3.55086   0.59005   0.59552   0.24002   0.03546   0.01177   0.22443   0.32429   0.04000   0.03981   0.04000   1.82714   1.92328        -1
  -8.29204  -7.21836   5.30574  -6.33519   0.70808   0.76511   0.22017   0.05202   0.01376   0.16217   0.23419   0.04000   0.03981   0.04000   4.85484   0.28203        -1
  -6.99249   1.26672   1.93611   3.38979   0.69046   0.67366   0.24328   0.04318   0.01408   0.22443   0.32429   0.04000   0.03981   0.04000   7.33081   5.56263        -1
  -7.72516  -3.50415 -18.59107   3.66028   0.68887   0.63448   0.29770   0.03970   0.03297   0.22443   0.31256   0.04000   0.03981   0.04000   2.66375   0.30855        -1
   1.29772  -2.86978 -15.82526   3.92569   0.52952   0.69619   0.26274   0.04812   0.01607   0.22443   0.32429   0.04072   0.03981   0.04000   4.47904   0.57613        -1
  -0.92436   0.04712 -10.01542   3.38979   0.59473   0.66876   0.17066   0.04469   0.00913   0.22443   0.32429   0.04000   0.03981   0.04000   3.79470   4.24888        -1
  -5.32059   4.53514   5.57625   3.87693   0.71341   1.05393   0.21074   0.08716   0.01233   0.17898   0.31256   0.04000   0.03981   0.05854   9.82619   5.63699        -1
  -9.40621  -3.06500  -6.72379   3.15185   0.59604   0.80696   0.20760   0.06097   0.01330   0.22443   0.32429   0.04000   0.03981   0.04000   7.47786   2.50628        -1
  -1.63624  -0.77262   1.67273   3.92569   0.65752   0.88167   0.19974   0.06291   0.01147   0.12382   0.10249   0.04000   0.03981   0.04000   6.81624   0.64385        -1
  -0.97523   5.00188   6.45163   2.18262   0.74657   0.91050   0.23050   0.05171   0.01732   0.02202   0.10249   0.04000   0.03981   0.24830   7.27847   0.86763        -1
  -9.42035  -2.22989  -3.57314   3.38979   0.57032   0.68126   0.25906   0.04377   0.01854   0.22443   0.32429   0.04000   0.03981   0.04000   3.42932   4.09519        -1
   4.07821   2.19532   5.78037   2.18262   0.75645   0.78615   0.25501   0.06454   0.01833   0.22443   0.32429   0.00616   0.03981   0.04000   8.64504   5.58987        -1
  -5.88450   1.61220   4.26760   3.55086   0.68038   0.68589   0.18100   0.04197   0.00935   0.16217   0.32429   0.04000   0.03981   0.04000   4.10466   2.92304        -1
   4.76570   0.10236  -9.58520   3.82135   0.51586   0.68742   0.18778   0.04270   0.01081   0.22443   0.31256   0.04000   0.03981   0.04000   4.48662   7.76770        -1
  -8.15182   2.39563  -7.03797   3.82135   0.67761   0.69507   0.19229   0.04404   0.01104   0.22443   0.23419   0.04000   0.03981   0.04000   4.20507   0.91546        -1
  -7.77807  -3.54217   5.09829   3.55086   0.70477   0.63513   0.24496   0.04504   0.01514   0.22443   0.32429   0.04000   0.03981   0.04000   3.88657   3.76960        -1
  -9.07226   4.35207   2.04283   4.38028   0.65300   0.64370   0.16259   0.04079   0.00913   0.16217   0.32429   0.04000   0.03981   0.12783   3.44518   4.18163        -1
 -19.79408   0.80213  -4.34646   3.66028   0.58888   0.69090   0.19351   0.04189   0.01298   0.22443   0.32429   0.04000   0.03981   0.04000   4.45465   0.30855        -1
  -8.79369  -9.61878   5.16081   2.74662   0.76383   0.76902   0.27279   0.04960   0.03314   0.17898   0.32429   0.04000   0.03981   0.04000   4.45773   1.51622        -1
  -5.61334   2.95444  -9.88861   2.45311   0.65777   0.86012   0.17274   0.04209   0.00923   0.16217   0.32429   0.04000   0.03981   0.12783   3.86573   3.13687        -1
  -9.39215  -1.81642   3.64453   3.38979   0.60883   0.74593   0.26405   0.04873   0.02375   0.22443   0.32429   0.04000   0.03981   0.04000   8.53137   3.29505        -1
   1.91933  -0.70451   8.29717   3.38979   0.61562   0.74069   0.25100   0.05794   0.02206   0.22443   0.32429   0.01776   0.03981   0.04000   8.68387   3.56405        -1
  -0.44592  -1.91631   1.89542   3.71586   0.69285   0.73427   0.14264   0.04943   0.00647   0.16217   0.32429   0.04000   0.03981   0.04000   4.28605   3.30760        -1
  -3.07082   1.98309   4.92308   4.65077   0.67943   0.63244   0.20421   0.04222   0.01081   0.22443   0.32429   0.04000   0.03981   0.04000   5.51598   3.99550        -1
 -12.22225  -5.35872 -13.16550   3.71586   0.61370   0.63627   0.15022   0.04027   0.00710   0.22443   0.32429   0.04000   0.03981   0.04000   4.74402   3.27184        -1
  -7.06170  -2.73605  -0.15740   3.66028   0.70391   0.73883   0.25390   0.04874   0.02033   0.22443   0.32429   0.04000   0.03981   0.04000   3.91475   0.00000        -1
  -8.93556   2.50986   6.22848   2.88136   0.72816   0.63208   0.19820   0.03726   0.01040   0.16217   0.32429   0.04000   0.03981   0.04000   1.24532   0.83874        -1
   4.37995  -0.36284  -0.63581   3.55086   0.59883   0.60625   0.24010   0.03653   0.01514   0.22443   0.32429   0.04072   0.03981   0.04000   4.59720   2.35141        -1
  -5.32624   1.98309  -4.64163   3.92569   0.71716   0.68010   0.30637   0.04606   0.02193   0.22443   0.32429   0.04000   0.03981   0.04000   6.35875   4.03197        -1
 -11.88927   6.00911  -8.09236   3.82135   0.64492   0.67787   0.17084   0.03769   0.00929   0.22443   0.31256   0.04000   0.03981   0.12783   5.51598   2.86929        -1
   1.73561   2.91536  -8.84885   3.92569   0.66865   0.61776   0.22566   0.03435   0.01488   0.22443   0.32429   0.06084   0.06702   0.10945   2.41889   0.07104        -1
  -9.19053   1.32489   2.42346   2.77702   0.85551   0.72059   0.30461   0.04607   0.02527   0.16217   0.32429   0.04000   0.03981   0.04000   6.17428   0.18683        -1
